,int64_field_0,Agence_Facturation,Region_Facturation,Materiel,Statut,Libelle_Statut_Materiel,Nature_equipement,Modele,Marque,Date_Mise_en_Service,Derniere_Loc,Age_Mois,Age_Reforme_Mois,Tx_Maturite_Materiel,CA,Annee_RefT,Nb_Jours_Fac,Nb_Jours_VLG,Valeur_Locative_Th_TR_IndM,Prix_Reference_Monnaie_locale,Pay_Back_Prix_Reference,Date_Fin_Vie,Cat_Classe_Designation_Num
2070,2070,215,51,306994,A,DISPONIBLE,EQP,MT932EASY,MANITOU,30/03/2018,02/10/2023,65,116,"0,56",0,2018,0,1,0.0,46000,0,,1.0
2071,2071,215,51,306994,A,DISPONIBLE,EQP,MT932EASY,MANITOU,30/03/2018,02/10/2023,65,116,"0,56",2019,2019,22,45,0.0,46000,46,,1.0
2072,2072,215,51,306994,A,DISPONIBLE,EQP,MT932EASY,MANITOU,30/03/2018,02/10/2023,65,116,"0,56",0,2020,0,0,0.0,46000,0,,1.0
2073,2073,215,51,307017,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,SJIII3220,SKYJACK,05/04/2018,02/07/2023,65,112,"0,58","468,5",2019,12,16,0.0,9900,15,,2.0
2074,2074,215,51,307017,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,SJIII3220,SKYJACK,05/04/2018,02/07/2023,65,112,"0,58",215,2020,6,10,0.0,9900,21,,2.0
2075,2075,215,51,307018,O,EN LOCATION,EQP,SJIII3220,SKYJACK,05/04/2018,14/02/2023,65,112,"0,58","356,5",2020,9,20,0.0,9900,25,,2.0
2076,2076,215,51,307018,O,EN LOCATION,EQP,SJIII3220,SKYJACK,05/04/2018,14/02/2023,65,112,"0,58",48,2021,1,13,0.0,9900,122,,2.0
2077,2077,215,51,316969,O,EN LOCATION,EQP,ECR88D,VOLVO,14/02/2018,02/01/2023,58,90,"0,64",725,2019,5,6,0.0,55000,19,,3.0
2078,2078,215,51,316969,O,EN LOCATION,EQP,ECR88D,VOLVO,14/02/2018,02/01/2023,58,90,"0,64","717,15",2020,5,8,0.0,55000,26,,3.0
2079,2079,215,51,320417,O,EN LOCATION,EQP,100VJR,MANITOU,05/03/2018,02/07/2023,57,119,"0,48",210,2020,2,3,0.0,18500,13,,2.0
2080,2080,215,51,321680,O,EN LOCATION,EQP,ECR35D,VOLVO,07/05/2018,18/01/2023,55,97,"0,57","4912,5",2018,163,165,43725.0,30500,69,,3.0
2081,2081,215,51,321680,O,EN LOCATION,EQP,ECR35D,VOLVO,07/05/2018,18/01/2023,55,97,"0,57","1296,5",2019,38,43,15370.0,30500,56,,3.0
2082,2082,215,51,321680,O,EN LOCATION,EQP,ECR35D,VOLVO,07/05/2018,18/01/2023,55,97,"0,57",0,2021,0,1,0.0,30500,0,,3.0
2083,2083,215,51,321814,O,EN LOCATION,EQP,VIO26CR,YANMAR,22/03/2018,02/08/2023,56,97,"0,58",89,2022,1,6,0.0,23700,66,,3.0
2084,2084,215,51,322395,O,EN LOCATION,EQP,120AETJ,MANITOU,06/04/2018,02/10/2023,56,119,"0,47",76,2019,1,5,0.0,29000,82,,2.0
2085,2085,215,51,3261881,O,EN LOCATION,EQP,H15SX,HAULOTTE,20/02/2018,02/10/2023,57,112,"0,51",0,2021,10,10,0.0,43000,0,,2.0
2086,2086,215,51,3261881,O,EN LOCATION,EQP,H15SX,HAULOTTE,20/02/2018,02/10/2023,57,112,"0,51",0,2022,2,1,0.0,43000,0,,2.0
2087,2087,215,51,326410,O,EN LOCATION,EQP,COMPACT12DX,HAULOTTE,27/03/2018,02/01/2023,56,112,"0,5",0,2019,0,12,0.0,36000,0,,2.0
2088,2088,215,51,329555,U,RETOUR PLANIFIE,EQP,160ATJ 350°,MANITOU,25/04/2018,02/10/2023,55,117,"0,47",87,2021,1,2,0.0,38000,41,,2.0
2089,2089,215,51,329555,U,RETOUR PLANIFIE,EQP,160ATJ 350°,MANITOU,25/04/2018,02/10/2023,55,117,"0,47","1169,1",2022,8,16,0.0,38000,25,,2.0
2090,2090,215,51,331090,U,RETOUR PLANIFIE,EQP,HA16RTJ,HAULOTTE,29/06/2018,14/02/2023,53,117,"0,45",7000,2018,152,129,32250.0,38000,51,,2.0
2091,2091,215,51,331090,U,RETOUR PLANIFIE,EQP,HA16RTJ,HAULOTTE,29/06/2018,14/02/2023,53,117,"0,45",12000,2019,261,251,62750.0,38000,58,,2.0
2092,2092,215,51,331090,U,RETOUR PLANIFIE,EQP,HA16RTJ,HAULOTTE,29/06/2018,14/02/2023,53,117,"0,45","15672,35",2020,203,254,63500.0,38000,28,,2.0
2093,2093,215,51,331090,U,RETOUR PLANIFIE,EQP,HA16RTJ,HAULOTTE,29/06/2018,14/02/2023,53,117,"0,45","12156,89",2021,139,247,63750.0,38000,28,,2.0
2094,2094,215,51,331090,U,RETOUR PLANIFIE,EQP,HA16RTJ,HAULOTTE,29/06/2018,14/02/2023,53,117,"0,45","12871,16",2022,147,254,63500.0,38000,27,,2.0
2095,2095,215,51,331091,O,EN LOCATION,EQP,HA16RTJ,HAULOTTE,29/06/2018,02/03/2023,53,117,"0,45",6000,2018,131,129,32250.0,38000,53,,2.0
2096,2096,215,51,331091,O,EN LOCATION,EQP,HA16RTJ,HAULOTTE,29/06/2018,02/03/2023,53,117,"0,45",12000,2019,261,251,62750.0,38000,56,,2.0
2097,2097,215,51,331091,O,EN LOCATION,EQP,HA16RTJ,HAULOTTE,29/06/2018,02/03/2023,53,117,"0,45","14117,28",2020,210,254,63500.0,38000,40,,2.0
2098,2098,215,51,331091,O,EN LOCATION,EQP,HA16RTJ,HAULOTTE,29/06/2018,02/03/2023,53,117,"0,45","15309,95",2021,157,255,63750.0,38000,22,,2.0
2099,2099,215,51,331091,O,EN LOCATION,EQP,HA16RTJ,HAULOTTE,29/06/2018,02/03/2023,53,117,"0,45","15099,71",2022,191,254,63500.0,38000,22,,2.0
2100,2100,215,51,345493,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,E26 CANOPY,BOBCAT,03/08/2018,13/02/2023,52,97,"0,54",73,2021,1,2,0.0,23700,34,,3.0
2101,2101,215,51,346159,O,EN LOCATION,EQP,100VJR,MANITOU,10/09/2018,13/02/2023,51,119,"0,43",111,2020,2,6,0.0,18500,44,,2.0
2102,2102,215,51,346420,O,EN LOCATION,EQP,MT1436,MANITOU,15/10/2018,02/03/2023,50,111,"0,45","2322,2",2021,27,30,0.0,55000,55,,1.0
2103,2103,215,51,357986,O,EN LOCATION,EQP,MT932EASY,MANITOU,05/11/2018,02/10/2023,49,116,"0,42",0,2018,0,2,0.0,46000,0,,1.0
2104,2104,215,51,365095,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,EASY UP 5SP,ITECO,24/12/2018,20/01/2023,47,112,"0,42","802,4",2020,15,35,2232.0,7200,16,,2.0
2105,2105,215,51,365095,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,EASY UP 5SP,ITECO,24/12/2018,20/01/2023,47,112,"0,42","1110,89",2021,23,161,18360.0,7200,53,,2.0
2106,2106,215,51,365095,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,EASY UP 5SP,ITECO,24/12/2018,20/01/2023,47,112,"0,42","2138,55",2022,43,254,18288.0,7200,43,,2.0
2107,2107,215,51,372790,O,EN LOCATION,EQP,160ATJ 350°,MANITOU,21/03/2019,14/02/2023,44,117,"0,38","161,85",2021,1,3,0.0,38000,40,,2.0
2108,2108,215,51,373142,O,EN LOCATION,EQP,A15JE,AIRO,08/02/2019,31/01/2023,46,119,"0,38","10218,7",2019,101,224,41440.0,33000,43,,2.0
2109,2109,215,51,373142,O,EN LOCATION,EQP,A15JE,AIRO,08/02/2019,31/01/2023,46,119,"0,38","10919,45",2020,112,254,46990.0,33000,45,,2.0
2110,2110,215,51,373142,O,EN LOCATION,EQP,A15JE,AIRO,08/02/2019,31/01/2023,46,119,"0,38","9237,7",2021,105,255,47175.0,33000,54,,2.0
2111,2111,215,51,373142,O,EN LOCATION,EQP,A15JE,AIRO,08/02/2019,31/01/2023,46,119,"0,38","12555,48",2022,160,240,46990.0,33000,37,,2.0
2112,2112,215,51,373265,O,EN LOCATION,EQP,540-140,JCB,23/01/2019,02/10/2023,46,111,"0,42",150,2019,1,2,0.0,55000,38,,1.0
2113,2113,215,51,373265,O,EN LOCATION,EQP,540-140,JCB,23/01/2019,02/10/2023,46,111,"0,42",0,2021,0,3,0.0,55000,0,,1.0
2114,2114,215,51,373266,A,DISPONIBLE,EQP,540-140,JCB,28/01/2019,15/02/2023,46,111,"0,42",290,2020,2,4,0.0,55000,44,,1.0
2115,2115,215,51,373718,A,DISPONIBLE,EQP,E26 CABINE,BOBCAT,18/04/2019,15/02/2023,43,97,"0,45",700,2020,31,6,0.0,23700,16,,3.0
2116,2116,215,51,373755,O,EN LOCATION,EQP,MT932EASY,MANITOU,11/02/2019,31/01/2023,46,116,"0,39",0,2021,10,10,0.0,46000,0,,1.0
2117,2117,215,51,374145,O,EN LOCATION,EQP,ECR35D,VOLVO,23/01/2019,14/02/2023,46,97,"0,48",339,2020,3,7,0.0,30500,36,,3.0
2118,2118,215,51,374393,O,EN LOCATION,EQP,100VJR,MANITOU,01/02/2019,31/01/2023,46,119,"0,39","178,1",2019,2,3,0.0,18500,15,,2.0
2119,2119,215,51,374400,O,EN LOCATION,EQP,100VJR,MANITOU,01/02/2019,02/08/2023,46,119,"0,39",2300,2022,40,36,0.0,18500,16,,2.0
2120,2120,215,51,374880,O,EN LOCATION,EQP,80VJR,MANITOU,15/03/2019,31/01/2023,45,119,"0,37",0,2019,1,2,0.0,18000,0,,2.0
2121,2121,215,51,374880,O,EN LOCATION,EQP,80VJR,MANITOU,15/03/2019,31/01/2023,45,119,"0,37",5171,2020,111,136,0.0,18000,24,,2.0
2122,2122,215,51,374880,O,EN LOCATION,EQP,80VJR,MANITOU,15/03/2019,31/01/2023,45,119,"0,37","369,44",2021,8,13,0.0,18000,32,,2.0
2123,2123,215,51,375818,O,EN LOCATION,EQP,GS3246,GENIE,15/03/2019,14/02/2023,45,112,"0,4","8307,03",2019,128,199,20895.0,16000,19,,2.0
2124,2124,215,51,375818,O,EN LOCATION,EQP,GS3246,GENIE,15/03/2019,14/02/2023,45,112,"0,4","6766,47",2020,134,254,26670.0,16000,29,,2.0
2125,2125,215,51,375818,O,EN LOCATION,EQP,GS3246,GENIE,15/03/2019,14/02/2023,45,112,"0,4","4919,5",2021,183,255,26775.0,16000,67,,2.0
2126,2126,215,51,375818,O,EN LOCATION,EQP,GS3246,GENIE,15/03/2019,14/02/2023,45,112,"0,4","5877,74",2022,115,209,26670.0,16000,28,,2.0
2127,2127,215,51,375821,O,EN LOCATION,EQP,GS3246,GENIE,05/03/2019,02/02/2023,45,112,"0,4",576,2021,8,11,0.0,16000,18,,2.0
2128,2128,215,51,375861,O,EN LOCATION,EQP,160ALU/DS,MULTITEL,26/02/2019,20/01/2023,45,103,"0,44",185,2022,1,3,0.0,52500,49,,2.0
2129,2129,215,51,376168,N,PANNE COURT TERME,EQP,MT732,MANITOU,20/02/2019,16/09/2022,45,116,"0,39",0,2020,0,7,0.0,43000,0,,1.0
2130,2130,215,51,376549,A,DISPONIBLE,EQP,SV16,YANMAR,29/01/2019,15/02/2023,46,97,"0,48","130,14",2021,1,3,0.0,18300,24,,3.0
2131,2131,215,51,376857,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,E17,BOBCAT,01/04/2019,14/02/2023,44,97,"0,45",4818,2019,51,188,28764.0,18300,44,,3.0
2132,2132,215,51,376857,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,E17,BOBCAT,01/04/2019,14/02/2023,44,97,"0,45","6661,95",2020,85,254,38862.0,18300,43,,3.0
2133,2133,215,51,376857,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,E17,BOBCAT,01/04/2019,14/02/2023,44,97,"0,45","10893,45",2021,111,255,39015.0,18300,26,,3.0
2134,2134,215,51,376857,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,E17,BOBCAT,01/04/2019,14/02/2023,44,97,"0,45","10242,83",2022,103,251,38862.0,18300,28,,3.0
2135,2135,215,51,377078,O,EN LOCATION,EQP,ECR50D,VOLVO,03/05/2019,31/01/2023,43,97,"0,44",561,2020,6,8,0.0,36500,26,,3.0
2136,2136,215,51,377349,A,DISPONIBLE,EQP,540-140,JCB,19/02/2019,02/08/2023,45,111,"0,41","18426,49",2019,160,217,54250.0,55000,38,,1.0
2137,2137,215,51,377349,A,DISPONIBLE,EQP,540-140,JCB,19/02/2019,02/08/2023,45,111,"0,41","18667,17",2020,182,254,63500.0,55000,43,,1.0
2138,2138,215,51,377349,A,DISPONIBLE,EQP,540-140,JCB,19/02/2019,02/08/2023,45,111,"0,41","17598,6",2021,198,227,63750.0,55000,41,,1.0
2139,2139,215,51,377349,A,DISPONIBLE,EQP,540-140,JCB,19/02/2019,02/08/2023,45,111,"0,41","23680,74",2022,205,254,63500.0,55000,34,,1.0
2140,2140,215,51,378045,O,EN LOCATION,EQP,450AJ,JLG,05/03/2019,13/02/2023,45,117,"0,38","13738,45",2019,139,207,51750.0,38000,35,,2.0
2141,2141,215,51,378045,O,EN LOCATION,EQP,450AJ,JLG,05/03/2019,13/02/2023,45,117,"0,38","13970,67",2020,159,254,63500.0,38000,42,,2.0
2142,2142,215,51,378045,O,EN LOCATION,EQP,450AJ,JLG,05/03/2019,13/02/2023,45,117,"0,38","13348,25",2021,160,249,63750.0,38000,43,,2.0
2143,2143,215,51,378045,O,EN LOCATION,EQP,450AJ,JLG,05/03/2019,13/02/2023,45,117,"0,38","15591,12",2022,176,254,63500.0,38000,37,,2.0
2144,2144,215,51,378387,A,DISPONIBLE,EQP,531-70,JCB,29/03/2019,15/02/2023,44,116,"0,38",0,2019,5,5,0.0,43000,0,,1.0
2145,2145,215,51,378387,A,DISPONIBLE,EQP,531-70,JCB,29/03/2019,15/02/2023,44,116,"0,38",277,2022,2,4,0.0,43000,34,,1.0
2146,2146,215,51,380050,O,EN LOCATION,EQP,170AETJ-L,MANITOU,19/02/2019,13/02/2023,45,119,"0,38","10533,85",2019,85,214,41230.0,41000,48,,2.0
2147,2147,215,51,380050,O,EN LOCATION,EQP,170AETJ-L,MANITOU,19/02/2019,13/02/2023,45,119,"0,38","10136,96",2020,78,254,48260.0,41000,60,,2.0
2148,2148,215,51,380050,O,EN LOCATION,EQP,170AETJ-L,MANITOU,19/02/2019,13/02/2023,45,119,"0,38","11736,97",2021,94,254,48450.0,41000,52,,2.0
2149,2149,215,51,380050,O,EN LOCATION,EQP,170AETJ-L,MANITOU,19/02/2019,13/02/2023,45,119,"0,38","16508,96",2022,125,254,48260.0,41000,37,,2.0
2150,2150,215,51,380647,O,EN LOCATION,EQP,COMPACT12DX,HAULOTTE,27/03/2019,02/10/2023,44,112,"0,39",960,2019,25,24,0.0,36000,48,,2.0
2151,2151,215,51,380647,O,EN LOCATION,EQP,COMPACT12DX,HAULOTTE,27/03/2019,02/10/2023,44,112,"0,39",162,2022,3,4,0.0,36000,48,,2.0
2152,2152,215,51,380985,N,PANNE COURT TERME,EQP,GS4047,GENIE,08/03/2019,01/05/2023,45,112,"0,4",225,2020,3,6,0.0,17000,25,,2.0
2153,2153,215,51,380985,N,PANNE COURT TERME,EQP,GS4047,GENIE,08/03/2019,01/05/2023,45,112,"0,4","1405,95",2022,13,18,0.0,17000,12,,2.0
2154,2154,215,51,381164,A,DISPONIBLE,EQP,NANO SP+,POWERTOWER,02/04/2019,29/12/2022,44,112,"0,39","1269,1",2020,20,60,0.0,7500,18,,2.0
2155,2155,215,51,381169,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,NANO SP+,POWERTOWER,01/04/2019,24/01/2023,44,112,"0,39","3617,25",2019,75,188,16544.0,7500,23,,2.0
2156,2156,215,51,381169,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,NANO SP+,POWERTOWER,01/04/2019,24/01/2023,44,112,"0,39","4773,87",2020,117,254,22352.0,7500,23,,2.0
2157,2157,215,51,381169,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,NANO SP+,POWERTOWER,01/04/2019,24/01/2023,44,112,"0,39","4889,1",2021,108,255,22440.0,7500,23,,2.0
2158,2158,215,51,381169,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,NANO SP+,POWERTOWER,01/04/2019,24/01/2023,44,112,"0,39","1354,87",2022,19,209,22352.0,7500,67,,2.0
2159,2159,215,51,381851,O,EN LOCATION,EQP,PECOLIFT,POWERTOWER,13/03/2019,31/01/2023,45,112,"0,4","302,25",2021,9,30,1540.0,3700,20,,2.0
2160,2160,215,51,382309,O,EN LOCATION,EQP,COMPACT12,HAULOTTE,15/03/2019,31/01/2023,45,112,"0,4","117,8",2019,2,6,0.0,16000,49,,2.0
2161,2161,215,51,382762,O,EN LOCATION,EQP,ECR35D,VOLVO,05/04/2019,02/02/2023,44,97,"0,45","2599,41",2022,24,125,265.0,30500,62,,3.0
2162,2162,215,51,40404091,O,EN LOCATION,EQP,HA16SPX,HAULOTTE,30/04/2011,31/01/2023,197,117,"1,68","157,95",2020,1,2,0.0,38000,22,,2.0
2163,2163,215,51,40404268,S,VENDU,EQP,COMPACT8,HAULOTTE,08/10/2007,17/07/2020,153,112,"1,36",431,2019,11,15,0.0,9900,28,30/06/2020,2.0
2164,2164,215,51,420510,M,PERDU,ACC,980/A5063,JCB,25/04/2019,29/11/2021,30,83,"0,36",0,2019,0,171,1197.0,1500,0,24/11/2021,1.0
2165,2165,215,51,420510,M,PERDU,ACC,980/A5063,JCB,25/04/2019,29/11/2021,30,83,"0,36","69,29",2020,24,254,1778.0,1500,489,24/11/2021,1.0
2166,2166,215,51,420510,M,PERDU,ACC,980/A5063,JCB,25/04/2019,29/11/2021,30,83,"0,36",0,2021,84,227,1589.0,1500,0,24/11/2021,1.0
2167,2167,215,51,428219,O,EN LOCATION,ACC,900LT/P34.7,MERLO,01/10/2019,14/02/2023,38,83,"0,46",0,2019,2,63,441.0,1500,0,,1.0
2168,2168,215,51,428219,O,EN LOCATION,ACC,900LT/P34.7,MERLO,01/10/2019,14/02/2023,38,83,"0,46",0,2020,20,254,1778.0,1500,0,,1.0
2169,2169,215,51,428219,O,EN LOCATION,ACC,900LT/P34.7,MERLO,01/10/2019,14/02/2023,38,83,"0,46",0,2021,34,255,1785.0,1500,0,,1.0
2170,2170,215,51,428219,O,EN LOCATION,ACC,900LT/P34.7,MERLO,01/10/2019,14/02/2023,38,83,"0,46",7,2022,39,254,1778.0,1500,3954,,1.0
2171,2171,215,51,43404328,A,DISPONIBLE,EQP,MT620,MANITOU,10/10/2008,14/02/2023,170,116,"1,46","8056,25",2018,90,236,40572.0,37000,42,,1.0
2172,2172,215,51,43404328,A,DISPONIBLE,EQP,MT620,MANITOU,10/10/2008,14/02/2023,170,116,"1,46","8534,14",2019,97,233,40411.0,37000,39,,1.0
2173,2173,215,51,43404328,A,DISPONIBLE,EQP,MT620,MANITOU,10/10/2008,14/02/2023,170,116,"1,46","2634,88",2020,35,132,40894.0,37000,72,,1.0
2174,2174,215,51,43404328,A,DISPONIBLE,EQP,MT620,MANITOU,10/10/2008,14/02/2023,170,116,"1,46","14403,35",2021,138,255,41055.0,37000,25,,1.0
2175,2175,215,51,43404328,A,DISPONIBLE,EQP,MT620,MANITOU,10/10/2008,14/02/2023,170,116,"1,46","18244,83",2022,191,254,40894.0,37000,20,,1.0
2176,2176,215,51,43404332,O,EN LOCATION,EQP,MT1840R,MANITOU,02/10/2008,02/10/2023,170,111,"1,53",292,2018,1,4,0.0,61000,30,,1.0
2177,2177,215,51,43404371,A,DISPONIBLE,ACC,600L4X1P/MT523,MANITOU,25/09/2008,02/03/2023,170,83,"2,05",0,2018,42,252,1764.0,1500,0,,1.0
2178,2178,215,51,43404371,A,DISPONIBLE,ACC,600L4X1P/MT523,MANITOU,25/09/2008,02/03/2023,170,83,"2,05",0,2019,27,251,1757.0,1500,0,,1.0
2179,2179,215,51,43404371,A,DISPONIBLE,ACC,600L4X1P/MT523,MANITOU,25/09/2008,02/03/2023,170,83,"2,05",0,2020,25,254,1778.0,1500,0,,1.0
2180,2180,215,51,43404371,A,DISPONIBLE,ACC,600L4X1P/MT523,MANITOU,25/09/2008,02/03/2023,170,83,"2,05",0,2021,104,255,1785.0,1500,0,,1.0
2181,2181,215,51,43404371,A,DISPONIBLE,ACC,600L4X1P/MT523,MANITOU,25/09/2008,02/03/2023,170,83,"2,05",0,2022,189,254,1778.0,1500,0,,1.0
2182,2182,215,51,43807012,S,VENDU,EQP,TW70,TEREX,23/04/2010,23/07/2019,109,90,"1,21","15465,46",2018,73,252,50400.0,60000,128,22/05/2019,3.0
2183,2183,215,51,43807012,S,VENDU,EQP,TW70,TEREX,23/04/2010,23/07/2019,109,90,"1,21",2084,2019,8,29,6200.0,60000,109,22/05/2019,3.0
2184,2184,215,51,442885,O,EN LOCATION,EQP,100VJR,MANITOU,27/11/2020,02/03/2023,24,119,"0,2",0,2022,1,1,0.0,18500,0,,2.0
2185,2185,215,51,442893,O,EN LOCATION,EQP,MT420H,MANITOU,05/10/2020,31/01/2023,26,116,"0,22","2748,14",2020,37,62,7812.0,34000,78,,1.0
2186,2186,215,51,442893,O,EN LOCATION,EQP,MT420H,MANITOU,05/10/2020,31/01/2023,26,116,"0,22","19030,77",2021,225,255,32130.0,34000,46,,1.0
2187,2187,215,51,442893,O,EN LOCATION,EQP,MT420H,MANITOU,05/10/2020,31/01/2023,26,116,"0,22","11790,81",2022,145,241,32004.0,34000,70,,1.0
2188,2188,215,51,442894,O,EN LOCATION,ACC,CBR600,MANITOU,01/10/2020,31/01/2023,26,83,"0,31",0,2020,6,64,448.0,1500,0,,1.0
2189,2189,215,51,442894,O,EN LOCATION,ACC,CBR600,MANITOU,01/10/2020,31/01/2023,26,83,"0,31",0,2021,120,255,1785.0,1500,0,,1.0
2190,2190,215,51,442894,O,EN LOCATION,ACC,CBR600,MANITOU,01/10/2020,31/01/2023,26,83,"0,31",0,2022,49,254,1778.0,1500,0,,1.0
2191,2191,215,51,454255,N,PANNE COURT TERME,EQP,PHC940EN1,ALP-LIFT,22/09/2020,02/06/2023,293,119,"2,46","135,6",2021,2,3,0.0,7000,12,,2.0
2192,2192,215,51,454262LB,O,EN LOCATION,EQP,HA16RTJ PRO ST5,HAULOTTE,28/12/2020,02/10/2023,23,117,"0,2",0,2020,0,4,908.0,37710,0,,2.0
2193,2193,215,51,454262LB,O,EN LOCATION,EQP,HA16RTJ PRO ST5,HAULOTTE,28/12/2020,02/10/2023,23,117,"0,2",11250,2021,225,255,57885.0,37710,110,,2.0
2194,2194,215,51,454262LB,O,EN LOCATION,EQP,HA16RTJ PRO ST5,HAULOTTE,28/12/2020,02/10/2023,23,117,"0,2","12178,9",2022,159,254,57658.0,37710,77,,2.0
2195,2195,215,51,454262,S,VENDU,EQP,HA16RTJ PRO ST5,HAULOTTE,28/12/2020,26/04/2021,2,117,"0,02",0,2020,0,4,908.0,37710,0,01/04/2021,2.0
2196,2196,215,51,454262,S,VENDU,EQP,HA16RTJ PRO ST5,HAULOTTE,28/12/2020,26/04/2021,2,117,"0,02",3000,2021,60,63,14301.0,37710,559,01/04/2021,2.0
2197,2197,215,51,455235,A,DISPONIBLE,EQP,MT 1440EASY ST5,MANITOU,05/03/2021,14/02/2023,21,111,"0,19",11890,2021,164,211,61823.0,54000,150,,1.0
2198,2198,215,51,455235,A,DISPONIBLE,EQP,MT 1440EASY ST5,MANITOU,05/03/2021,14/02/2023,21,111,"0,19","20521,57",2022,214,254,74422.0,54000,69,,1.0
2199,2199,215,51,472801,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,160HYBRID/IVECO,MULTITEL,17/06/2021,15/02/2023,18,103,"0,17","8476,8",2021,69,136,45592.0,57525,124,,2.0
2200,2200,215,51,472801,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,160HYBRID/IVECO,MULTITEL,17/06/2021,15/02/2023,18,103,"0,17","19302,92",2022,113,246,83312.0,57525,98,,2.0
2201,2201,215,51,480429,O,EN LOCATION,EQP,COMPACT12,HAULOTTE,18/11/2021,31/01/2023,12,112,"0,11",860,2021,40,32,3360.0,16000,120,,2.0
2202,2202,215,51,480429,O,EN LOCATION,EQP,COMPACT12,HAULOTTE,18/11/2021,31/01/2023,12,112,"0,11",5160,2022,240,254,26670.0,16000,159,,2.0
2203,2203,215,51,480433,A,DISPONIBLE,EQP,ECR50F,VOLVO,02/06/2022,15/02/2023,17,97,"0,18","6526,25",2022,115,148,53280.0,40520,370,,3.0
2204,2204,215,51,49060495,S,VENDU,EQP,TOUCAN861,MANLIFT,27/01/2009,26/10/2020,147,119,"1,24","9046,84",2018,145,252,33516.0,18000,31,11/09/2020,2.0
2205,2205,215,51,49060495,S,VENDU,EQP,TOUCAN861,MANLIFT,27/01/2009,26/10/2020,147,119,"1,24","8411,15",2019,159,226,33383.0,18000,30,11/09/2020,2.0
2206,2206,215,51,49060495,S,VENDU,EQP,TOUCAN861,MANLIFT,27/01/2009,26/10/2020,147,119,"1,24",0,2020,0,0,23408.0,18000,0,11/09/2020,2.0
2207,2207,215,51,49070455,S,VENDU,EQP,105VJR,MANITOU,31/01/2006,18/02/2022,192,119,"1,61",0,2019,0,3,0.0,18500,0,10/09/2021,2.0
2208,2208,215,51,49070455,S,VENDU,EQP,105VJR,MANITOU,31/01/2006,18/02/2022,192,119,"1,61",0,2020,0,4,0.0,18500,0,10/09/2021,2.0
2209,2209,215,51,49070542,S,VENDU,EQP,105VJR,MANITOU,19/01/2007,12/11/2018,141,119,"1,19","6669,5",2018,121,212,30316.0,18500,139,05/11/2018,2.0
2210,2210,215,51,49070865,O,EN LOCATION,EQP,100VJR,MANITOU,02/06/2010,15/02/2023,150,119,"1,26","8643,15",2018,143,252,36036.0,18500,24,,2.0
2211,2211,215,51,49070865,O,EN LOCATION,EQP,100VJR,MANITOU,02/06/2010,15/02/2023,150,119,"1,26","10883,65",2019,169,251,35893.0,18500,19,,2.0
2212,2212,215,51,49070865,O,EN LOCATION,EQP,100VJR,MANITOU,02/06/2010,15/02/2023,150,119,"1,26","7914,45",2020,142,230,36322.0,18500,23,,2.0
2213,2213,215,51,49070865,O,EN LOCATION,EQP,100VJR,MANITOU,02/06/2010,15/02/2023,150,119,"1,26","8740,23",2021,136,205,36465.0,18500,19,,2.0
2214,2214,215,51,49070865,O,EN LOCATION,EQP,100VJR,MANITOU,02/06/2010,15/02/2023,150,119,"1,26",9741,2022,199,254,36322.0,18500,21,,2.0
2215,2215,215,51,49161129,A,DISPONIBLE,EQP,MX170,MULTITEL,24/06/2010,15/02/2023,149,103,"1,45","16514,59",2018,109,248,64260.0,52500,30,,2.0
2216,2216,215,51,49161129,A,DISPONIBLE,EQP,MX170,MULTITEL,24/06/2010,15/02/2023,149,103,"1,45","15754,35",2019,102,244,64005.0,52500,31,,2.0
2217,2217,215,51,49161129,A,DISPONIBLE,EQP,MX170,MULTITEL,24/06/2010,15/02/2023,149,103,"1,45","16843,3",2020,102,221,64770.0,52500,26,,2.0
2218,2218,215,51,49161129,A,DISPONIBLE,EQP,MX170,MULTITEL,24/06/2010,15/02/2023,149,103,"1,45","20794,1",2021,136,240,65025.0,52500,23,,2.0
2219,2219,215,51,49161129,A,DISPONIBLE,EQP,MX170,MULTITEL,24/06/2010,15/02/2023,149,103,"1,45","10978,54",2022,72,252,64770.0,52500,46,,2.0
2220,2220,215,51,49330398,O,EN LOCATION,EQP,HA12IP,HAULOTTE,25/02/2008,31/01/2023,177,119,"1,49","13144,4",2018,157,249,36540.0,29000,25,,2.0
