int64_field_0,Agence_Gerante,Region_Proprietaire,Materiel,Statut,Libelle_Statut_Materiel,Cat_Classe_Designation,Nature_equipement,Modele,Marque,Date_Mise_en_Service,Derniere_Loc,Ann__e_Construction_Mat,Age_Mois,Age_Reforme_Mois,Tx_Maturite_Materiel,Valeur_Locative_Th_TR_IndM,CA,Annee_RefT,Nb_Jours_Fac,Nb_Jours_VLG,Valeur_nette_comptable,Prix_Reference_Monnaie_locale,Pay_Back_Prix_Reference
8322,3416,54,Mat - 129079,O,EN LOCATION,052-0027 - CHARIOT TELESC. 7M,EQP,P34.7,MERLO,01/07/2019,31/01/2023,2013,109,116,"0,94",44625,"11823,7",2021,148,255,"437,5",43000,41
8323,3416,54,Mat - 129079,O,EN LOCATION,052-0027 - CHARIOT TELESC. 7M,EQP,P34.7,MERLO,01/07/2019,31/01/2023,2013,109,116,"0,94",44450,"15357,93",2022,162,254,"437,5",43000,40
8324,3416,54,Mat - 129080,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,B/P34.7,MERLO,31/10/2013,31/01/2023,2013,109,83,"1,31",1764,0,2018,36,252,0,1500,0
8325,3416,54,Mat - 129080,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,B/P34.7,MERLO,31/10/2013,31/01/2023,2013,109,83,"1,31",1757,"128,1",2019,73,251,0,1500,139
8326,3416,54,Mat - 129080,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,B/P34.7,MERLO,31/10/2013,31/01/2023,2013,109,83,"1,31",1778,0,2020,121,254,0,1500,0
8327,3416,54,Mat - 129080,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,B/P34.7,MERLO,31/10/2013,31/01/2023,2013,109,83,"1,31",1785,0,2021,126,255,0,1500,0
8328,3416,54,Mat - 129080,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,B/P34.7,MERLO,31/10/2013,31/01/2023,2013,109,83,"1,31",1778,0,2022,118,254,0,1500,0
8329,3149,66,Mat - 129081,O,EN LOCATION,052-0021 - CHARIOT TELES. 1T5/2T COMPACT,EQP,520-40,JCB,12/04/2013,31/01/2023,2013,108,116,"0,93",31752,"10743,01",2018,261,252,"3921,2",34000,52
8330,3149,66,Mat - 129081,O,EN LOCATION,052-0021 - CHARIOT TELES. 1T5/2T COMPACT,EQP,520-40,JCB,12/04/2013,31/01/2023,2013,108,116,"0,93",31626,7009,2019,145,251,"3921,2",34000,56
8331,3149,66,Mat - 129081,O,EN LOCATION,052-0021 - CHARIOT TELES. 1T5/2T COMPACT,EQP,520-40,JCB,12/04/2013,31/01/2023,2013,108,116,"0,93",32004,"6151,4",2020,100,254,"3921,2",34000,80
8332,3149,66,Mat - 129081,O,EN LOCATION,052-0021 - CHARIOT TELES. 1T5/2T COMPACT,EQP,520-40,JCB,12/04/2013,31/01/2023,2013,108,116,"0,93",32130,"10383,44",2021,191,255,"3921,2",34000,29
8333,3149,66,Mat - 129081,O,EN LOCATION,052-0021 - CHARIOT TELES. 1T5/2T COMPACT,EQP,520-40,JCB,12/04/2013,31/01/2023,2013,108,116,"0,93",32004,"12763,71",2022,96,254,"3921,2",34000,24
8334,3149,66,Mat - 129082,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,700L 514/00500,JCB,20/12/2013,12/05/2022,2013,107,83,"1,29",1764,"308,14",2018,62,252,0,1500,56
8335,3149,66,Mat - 129082,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,700L 514/00500,JCB,20/12/2013,12/05/2022,2013,107,83,"1,29",1757,"22,5",2019,5,251,0,1500,769
8336,3149,66,Mat - 129082,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,700L 514/00500,JCB,20/12/2013,12/05/2022,2013,107,83,"1,29",1778,"31,45",2020,8,254,0,1500,603
8337,3149,66,Mat - 129082,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,700L 514/00500,JCB,20/12/2013,12/05/2022,2013,107,83,"1,29",1785,0,2021,0,255,0,1500,0
8338,3149,66,Mat - 129082,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,700L 514/00500,JCB,20/12/2013,12/05/2022,2013,107,83,"1,29",1778,"197,73",2022,38,254,0,1500,89
8339,212,51,Mat - 129265,O,EN LOCATION,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,TOUCAN10E,JLG,20/06/2013,02/03/2023,2013,113,119,"0,95",36036,"7275,69",2018,94,252,1780,18500,28
8340,212,51,Mat - 129265,O,EN LOCATION,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,TOUCAN10E,JLG,20/06/2013,02/03/2023,2013,113,119,"0,95",35893,"8150,85",2019,130,251,1780,18500,27
8341,212,51,Mat - 129265,O,EN LOCATION,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,TOUCAN10E,JLG,20/06/2013,02/03/2023,2013,113,119,"0,95",36322,"3052,25",2020,45,254,1780,18500,67
8342,212,51,Mat - 129265,O,EN LOCATION,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,TOUCAN10E,JLG,20/06/2013,02/03/2023,2013,113,119,"0,95",36465,"8710,9",2021,135,255,1780,18500,32
8343,212,51,Mat - 129265,O,EN LOCATION,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,TOUCAN10E,JLG,20/06/2013,02/03/2023,2013,113,119,"0,95",36322,"7089,32",2022,98,254,1780,18500,29
8344,215,51,Mat - 129266,O,EN LOCATION,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,TOUCAN10E,JLG,21/06/2013,02/10/2023,2013,113,119,"0,95",36036,"10462,89",2018,168,252,1780,18500,20
8345,215,51,Mat - 129266,O,EN LOCATION,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,TOUCAN10E,JLG,21/06/2013,02/10/2023,2013,113,119,"0,95",35893,"11951,2",2019,177,251,1780,18500,17
8346,215,51,Mat - 129266,O,EN LOCATION,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,TOUCAN10E,JLG,21/06/2013,02/10/2023,2013,113,119,"0,95",36322,"10691,86",2020,182,254,1780,18500,21
8347,215,51,Mat - 129266,O,EN LOCATION,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,TOUCAN10E,JLG,21/06/2013,02/10/2023,2013,113,119,"0,95",36465,"8214,17",2021,160,255,1780,18500,28
8348,215,51,Mat - 129266,O,EN LOCATION,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,TOUCAN10E,JLG,21/06/2013,02/10/2023,2013,113,119,"0,95",36322,"10168,56",2022,181,254,1780,18500,24
8349,7428,51,Mat - 129267,N,PANNE COURT TERME,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,TOUCAN10E,JLG,21/06/2013,16/01/2023,2013,113,119,"0,95",36036,"7294,9",2018,115,252,1780,18500,27
8350,7428,51,Mat - 129267,N,PANNE COURT TERME,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,TOUCAN10E,JLG,21/06/2013,16/01/2023,2013,113,119,"0,95",35893,"5298,04",2019,78,251,1780,18500,49
8351,7428,51,Mat - 129267,N,PANNE COURT TERME,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,TOUCAN10E,JLG,21/06/2013,16/01/2023,2013,113,119,"0,95",36322,"5014,05",2020,84,254,1780,18500,43
8352,7428,51,Mat - 129267,N,PANNE COURT TERME,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,TOUCAN10E,JLG,21/06/2013,16/01/2023,2013,113,119,"0,95",36465,"6645,4",2021,118,255,1780,18500,35
8353,7428,51,Mat - 129267,N,PANNE COURT TERME,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,TOUCAN10E,JLG,21/06/2013,16/01/2023,2013,113,119,"0,95",36322,"7115,26",2022,117,254,1780,18500,28
8354,215,51,Mat - 129268,A,DISPONIBLE,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,VIO80,YANMAR,28/06/2013,02/01/2023,2013,113,90,"1,26",100800,"21064,25",2018,117,252,5000,55000,29
8355,215,51,Mat - 129268,A,DISPONIBLE,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,VIO80,YANMAR,28/06/2013,02/01/2023,2013,113,90,"1,26",100400,"20090,95",2019,107,251,5000,55000,31
8356,215,51,Mat - 129268,A,DISPONIBLE,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,VIO80,YANMAR,28/06/2013,02/01/2023,2013,113,90,"1,26",101600,"15477,71",2020,87,254,5000,55000,53
8357,215,51,Mat - 129268,A,DISPONIBLE,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,VIO80,YANMAR,28/06/2013,02/01/2023,2013,113,90,"1,26",102000,"25000,6",2021,130,255,5000,55000,27
8358,215,51,Mat - 129268,A,DISPONIBLE,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,VIO80,YANMAR,28/06/2013,02/01/2023,2013,113,90,"1,26",101600,"22614,63",2022,117,254,5000,55000,26
8359,292,51,Mat - 129269,R,ZONE RETOUR CTRL OBLIGATOIRES,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,VIO80-1ACR,YANMAR,07/10/2013,02/09/2023,2013,113,90,"1,25",100800,"20697,42",2018,99,252,5000,55000,29
8360,292,51,Mat - 129269,R,ZONE RETOUR CTRL OBLIGATOIRES,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,VIO80-1ACR,YANMAR,07/10/2013,02/09/2023,2013,113,90,"1,25",100400,"19367,95",2019,124,251,5000,55000,29
8361,292,51,Mat - 129269,R,ZONE RETOUR CTRL OBLIGATOIRES,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,VIO80-1ACR,YANMAR,07/10/2013,02/09/2023,2013,113,90,"1,25",101600,"21860,68",2020,129,254,5000,55000,32
8362,292,51,Mat - 129269,R,ZONE RETOUR CTRL OBLIGATOIRES,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,VIO80-1ACR,YANMAR,07/10/2013,02/09/2023,2013,113,90,"1,25",102000,"10385,49",2021,78,255,5000,55000,78
8363,292,51,Mat - 129269,R,ZONE RETOUR CTRL OBLIGATOIRES,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,VIO80-1ACR,YANMAR,07/10/2013,02/09/2023,2013,113,90,"1,25",101600,"18507,95",2022,115,254,5000,55000,33
8364,7303,63,Mat - 129270,O,EN LOCATION,052-0033 - CHARIOT TELESC. 12M,EQP,P38.13,MERLO,01/01/2019,31/01/2023,2013,113,111,"1,02",62250,"19324,99",2018,202,249,"517,5",52000,36
8365,7303,63,Mat - 129270,O,EN LOCATION,052-0033 - CHARIOT TELESC. 12M,EQP,P38.13,MERLO,01/01/2019,31/01/2023,2013,113,111,"1,02",62250,"13886,62",2019,189,249,"517,5",52000,38
8366,7303,63,Mat - 129270,O,EN LOCATION,052-0033 - CHARIOT TELESC. 12M,EQP,P38.13,MERLO,01/01/2019,31/01/2023,2013,113,111,"1,02",63250,"11517,96",2020,143,253,"517,5",52000,53
8367,7303,63,Mat - 129270,O,EN LOCATION,052-0033 - CHARIOT TELESC. 12M,EQP,P38.13,MERLO,01/01/2019,31/01/2023,2013,113,111,"1,02",63500,"11553,03",2021,98,254,"517,5",52000,56
8368,7303,63,Mat - 129270,O,EN LOCATION,052-0033 - CHARIOT TELESC. 12M,EQP,P38.13,MERLO,01/01/2019,31/01/2023,2013,113,111,"1,02",63000,"18442,76",2022,154,252,"517,5",52000,35
8369,7303,63,Mat - 129271,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,P/P38.13,MERLO,17/07/2013,18/01/2023,2013,112,83,"1,36",1743,"7,4",2018,72,249,0,1500,2724
8370,7303,63,Mat - 129271,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,P/P38.13,MERLO,17/07/2013,18/01/2023,2013,112,83,"1,36",1743,"26,63",2019,113,249,0,1500,649
8371,7303,63,Mat - 129271,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,P/P38.13,MERLO,17/07/2013,18/01/2023,2013,112,83,"1,36",1771,"10,34",2020,19,253,0,1500,1698
8372,7303,63,Mat - 129271,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,P/P38.13,MERLO,17/07/2013,18/01/2023,2013,112,83,"1,36",1778,"165,35",2021,149,254,0,1500,107
8373,7303,63,Mat - 129271,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,P/P38.13,MERLO,17/07/2013,18/01/2023,2013,112,83,"1,36",1764,33,2022,78,252,0,1500,530
8374,296,51,Mat - 129300,O,EN LOCATION,049-0018 - NACELLE 20M SUR VL,EQP,MT202DS,MULTITEL,07/05/2013,02/10/2023,2013,113,103,"1,1",86940,"20498,39",2018,142,252,5825,61500,36
8375,296,51,Mat - 129300,O,EN LOCATION,049-0018 - NACELLE 20M SUR VL,EQP,MT202DS,MULTITEL,07/05/2013,02/10/2023,2013,113,103,"1,1",86595,"15204,83",2019,105,251,5825,61500,48
8376,296,51,Mat - 129300,O,EN LOCATION,049-0018 - NACELLE 20M SUR VL,EQP,MT202DS,MULTITEL,07/05/2013,02/10/2023,2013,113,103,"1,1",87630,"19514,38",2020,128,254,5825,61500,38
8377,296,51,Mat - 129300,O,EN LOCATION,049-0018 - NACELLE 20M SUR VL,EQP,MT202DS,MULTITEL,07/05/2013,02/10/2023,2013,113,103,"1,1",87975,"22178,43",2021,239,255,5825,61500,34
8378,296,51,Mat - 129300,O,EN LOCATION,049-0018 - NACELLE 20M SUR VL,EQP,MT202DS,MULTITEL,07/05/2013,02/10/2023,2013,113,103,"1,1",87630,"15254,07",2022,144,254,5825,61500,49
8379,6601,66,Mat - 129345,S,VENDU,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,2500L980/A6098,JCB,28/05/2013,13/11/2020,2013,89,83,"1,07",1764,5,2018,1,252,0,1500,5984
8380,6601,66,Mat - 129345,S,VENDU,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,2500L980/A6098,JCB,28/05/2013,13/11/2020,2013,89,83,"1,07",1757,0,2019,0,251,0,1500,0
8381,6601,66,Mat - 129345,S,VENDU,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,2500L980/A6098,JCB,28/05/2013,13/11/2020,2013,89,83,"1,07",1505,1700,2020,0,215,0,1500,16
8382,6601,66,Mat - 129362,S,VENDU,049-0078 - PLATEFORME 12M COMPACT ELEC.,EQP,GS-3246,GENIE,28/08/2013,08/12/2019,2013,68,112,"0,61",26460,"1263,55",2018,27,252,"3245,18",16000,538
8383,6601,66,Mat - 129362,S,VENDU,049-0078 - PLATEFORME 12M COMPACT ELEC.,EQP,GS-3246,GENIE,28/08/2013,08/12/2019,2013,68,112,"0,61",10920,"473,95",2019,8,104,"3245,18",16000,592
8384,1070,66,Mat - 129372,O,EN LOCATION,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,SJIII3220,SKYJACK,21/06/2013,31/01/2023,2013,113,112,"1,01",19152,"2701,55",2018,96,252,0,9900,42
8385,1070,66,Mat - 129372,O,EN LOCATION,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,SJIII3220,SKYJACK,21/06/2013,31/01/2023,2013,113,112,"1,01",19076,779,2019,25,251,0,9900,168
8386,1070,66,Mat - 129372,O,EN LOCATION,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,SJIII3220,SKYJACK,21/06/2013,31/01/2023,2013,113,112,"1,01",19304,"2821,33",2020,92,254,0,9900,44
8387,1070,66,Mat - 129372,O,EN LOCATION,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,SJIII3220,SKYJACK,21/06/2013,31/01/2023,2013,113,112,"1,01",19380,"4011,3",2021,86,255,0,9900,28
8388,1070,66,Mat - 129372,O,EN LOCATION,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,SJIII3220,SKYJACK,21/06/2013,31/01/2023,2013,113,112,"1,01",19304,"3293,13",2022,178,254,0,9900,35
8389,6601,66,Mat - 129373,S,VENDU,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,SJIII3220,SKYJACK,25/06/2013,12/05/2022,2013,112,112,1,19152,"2050,7",2018,58,252,0,9900,51
8390,6601,66,Mat - 129373,S,VENDU,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,SJIII3220,SKYJACK,25/06/2013,12/05/2022,2013,112,112,1,19076,"2622,55",2019,53,251,0,9900,36
8391,6601,66,Mat - 129373,S,VENDU,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,SJIII3220,SKYJACK,25/06/2013,12/05/2022,2013,112,112,1,19304,"2346,2",2020,58,254,0,9900,48
8392,6601,66,Mat - 129373,S,VENDU,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,SJIII3220,SKYJACK,25/06/2013,12/05/2022,2013,112,112,1,19380,"5429,59",2021,119,255,0,9900,19
8393,6601,66,Mat - 129373,S,VENDU,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,SJIII3220,SKYJACK,25/06/2013,12/05/2022,2013,112,112,1,17252,"5505,8",2022,151,227,0,9900,31
8394,1056,66,Mat - 129374,A,DISPONIBLE,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,SJIII3220,SKYJACK,25/06/2013,01/09/2023,2013,113,112,"1,01",19152,"3010,3",2018,94,252,0,9900,42
8395,1056,66,Mat - 129374,A,DISPONIBLE,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,SJIII3220,SKYJACK,25/06/2013,01/09/2023,2013,113,112,"1,01",19076,"2995,99",2019,85,251,0,9900,45
8396,1056,66,Mat - 129374,A,DISPONIBLE,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,SJIII3220,SKYJACK,25/06/2013,01/09/2023,2013,113,112,"1,01",19304,"3228,04",2020,85,254,0,9900,34
8397,1056,66,Mat - 129374,A,DISPONIBLE,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,SJIII3220,SKYJACK,25/06/2013,01/09/2023,2013,113,112,"1,01",19380,"4027,65",2021,125,255,0,9900,27
8398,1056,66,Mat - 129374,A,DISPONIBLE,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,SJIII3220,SKYJACK,25/06/2013,01/09/2023,2013,113,112,"1,01",19304,"4151,51",2022,100,254,0,9900,26
8399,1056,66,Mat - 129381,N,PANNE COURT TERME,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E25,BOBCAT,11/01/2018,12/09/2022,2013,109,97,"1,12",46620,"12240,68",2018,132,252,1125,23700,23
8400,1056,66,Mat - 129381,N,PANNE COURT TERME,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E25,BOBCAT,11/01/2018,12/09/2022,2013,109,97,"1,12",46435,"6701,95",2019,94,251,1125,23700,45
8401,1056,66,Mat - 129381,N,PANNE COURT TERME,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E25,BOBCAT,11/01/2018,12/09/2022,2013,109,97,"1,12",46990,"6358,76",2020,74,254,1125,23700,44
8402,1056,66,Mat - 129381,N,PANNE COURT TERME,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E25,BOBCAT,11/01/2018,12/09/2022,2013,109,97,"1,12",47175,"5328,23",2021,78,255,1125,23700,53
8403,1056,66,Mat - 129381,N,PANNE COURT TERME,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E25,BOBCAT,11/01/2018,12/09/2022,2013,109,97,"1,12",46990,"5729,68",2022,65,254,1125,23700,49
8404,1045,51,Mat - 129387,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,E50,BOBCAT,09/11/2013,29/12/2022,2013,111,97,"1,14",79380,"17664,43",2018,137,252,3550,36500,23
8405,1045,51,Mat - 129387,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,E50,BOBCAT,09/11/2013,29/12/2022,2013,111,97,"1,14",79065,9733,2019,107,251,3550,36500,52
8406,1045,51,Mat - 129387,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,E50,BOBCAT,09/11/2013,29/12/2022,2013,111,97,"1,14",80010,"8274,58",2020,70,254,3550,36500,57
8407,1045,51,Mat - 129387,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,E50,BOBCAT,09/11/2013,29/12/2022,2013,111,97,"1,14",80325,"15822,64",2021,130,255,3550,36500,26
8408,1045,51,Mat - 129387,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,E50,BOBCAT,09/11/2013,29/12/2022,2013,111,97,"1,14",80010,"15133,28",2022,126,254,3550,36500,27
8409,3115,51,Mat - 129388,N,PANNE COURT TERME,057-0007 - MINIPELLE 5T À 6T,EQP,E50,BOBCAT,22/07/2013,13/12/2022,2013,112,97,"1,16",79380,"13034,03",2018,79,252,3550,36500,32
8410,3115,51,Mat - 129388,N,PANNE COURT TERME,057-0007 - MINIPELLE 5T À 6T,EQP,E50,BOBCAT,22/07/2013,13/12/2022,2013,112,97,"1,16",79065,"10915,07",2019,83,251,3550,36500,36
8411,3115,51,Mat - 129388,N,PANNE COURT TERME,057-0007 - MINIPELLE 5T À 6T,EQP,E50,BOBCAT,22/07/2013,13/12/2022,2013,112,97,"1,16",80010,"8157,95",2020,57,254,3550,36500,60
8412,3115,51,Mat - 129388,N,PANNE COURT TERME,057-0007 - MINIPELLE 5T À 6T,EQP,E50,BOBCAT,22/07/2013,13/12/2022,2013,112,97,"1,16",80325,"22074,6",2021,191,237,3550,36500,21
8413,3115,51,Mat - 129388,N,PANNE COURT TERME,057-0007 - MINIPELLE 5T À 6T,EQP,E50,BOBCAT,22/07/2013,13/12/2022,2013,112,97,"1,16",80010,"8478,6",2022,52,254,3550,36500,46
8414,6601,66,Mat - 129397,S,VENDU,057-0002 - MINIPELLE 1.5T,EQP,SV15,YANMAR,15/07/2013,21/09/2021,2013,98,97,"1,01",38556,"9474,88",2018,109,252,1690,18300,29
8415,6601,66,Mat - 129397,S,VENDU,057-0002 - MINIPELLE 1.5T,EQP,SV15,YANMAR,15/07/2013,21/09/2021,2013,98,97,"1,01",38403,"10531,37",2019,136,251,1690,18300,26
8416,6601,66,Mat - 129397,S,VENDU,057-0002 - MINIPELLE 1.5T,EQP,SV15,YANMAR,15/07/2013,21/09/2021,2013,98,97,"1,01",38862,"6958,66",2020,88,254,1690,18300,44
8417,6601,66,Mat - 129397,S,VENDU,057-0002 - MINIPELLE 1.5T,EQP,SV15,YANMAR,15/07/2013,21/09/2021,2013,98,97,"1,01",26622,"15974,99",2021,91,174,1690,18300,13
8418,6601,66,Mat - 129398,S,VENDU,057-0002 - MINIPELLE 1.5T,EQP,SV15,YANMAR,07/11/2013,27/04/2021,2013,92,97,"0,95",38556,3691,2018,42,252,1690,18300,87
8419,6601,66,Mat - 129398,S,VENDU,057-0002 - MINIPELLE 1.5T,EQP,SV15,YANMAR,07/11/2013,27/04/2021,2013,92,97,"0,95",38403,"6085,63",2019,68,251,1690,18300,57
8420,6601,66,Mat - 129398,S,VENDU,057-0002 - MINIPELLE 1.5T,EQP,SV15,YANMAR,07/11/2013,27/04/2021,2013,92,97,"0,95",38862,"7798,59",2020,100,254,1690,18300,41
8421,6601,66,Mat - 129398,S,VENDU,057-0002 - MINIPELLE 1.5T,EQP,SV15,YANMAR,07/11/2013,27/04/2021,2013,92,97,"0,95",9639,"1550,8",2021,17,63,1690,18300,69
8422,6601,66,Mat - 129405,S,VENDU,057-0005 - MINIPELLE 3.5T,EQP,ECR38,VOLVO,31/08/2018,21/02/2022,2013,101,97,"1,04",66780,"12065,51",2018,126,233,305,30500,37
8423,6601,66,Mat - 129405,S,VENDU,057-0005 - MINIPELLE 3.5T,EQP,ECR38,VOLVO,31/08/2018,21/02/2022,2013,101,97,"1,04",66515,"11006,85",2019,105,251,305,30500,37
8424,6601,66,Mat - 129405,S,VENDU,057-0005 - MINIPELLE 3.5T,EQP,ECR38,VOLVO,31/08/2018,21/02/2022,2013,101,97,"1,04",67310,"6552,3",2020,57,254,305,30500,64
8425,6601,66,Mat - 129405,S,VENDU,057-0005 - MINIPELLE 3.5T,EQP,ECR38,VOLVO,31/08/2018,21/02/2022,2013,101,97,"1,04",67575,"4692,76",2021,38,255,305,30500,89
8426,6601,66,Mat - 129405,S,VENDU,057-0005 - MINIPELLE 3.5T,EQP,ECR38,VOLVO,31/08/2018,21/02/2022,2013,101,97,"1,04",6360,17000,2022,0,24,305,30500,3
8427,6801,68,Mat - 129420,S,VENDU,057-0007 - MINIPELLE 5T À 6T,EQP,E50,BOBCAT,07/03/2013,15/09/2022,2013,109,97,"1,12",79380,"18668,45",2018,128,252,3550,36500,21
8428,6801,68,Mat - 129420,S,VENDU,057-0007 - MINIPELLE 5T À 6T,EQP,E50,BOBCAT,07/03/2013,15/09/2022,2013,109,97,"1,12",79065,"17969,95",2019,153,251,3550,36500,21
8429,6801,68,Mat - 129420,S,VENDU,057-0007 - MINIPELLE 5T À 6T,EQP,E50,BOBCAT,07/03/2013,15/09/2022,2013,109,97,"1,12",80010,"12805,83",2020,95,254,3550,36500,48
8430,6801,68,Mat - 129420,S,VENDU,057-0007 - MINIPELLE 5T À 6T,EQP,E50,BOBCAT,07/03/2013,15/09/2022,2013,109,97,"1,12",80325,"11682,08",2021,122,255,3550,36500,44
8431,6801,68,Mat - 129420,S,VENDU,057-0007 - MINIPELLE 5T À 6T,EQP,E50,BOBCAT,07/03/2013,15/09/2022,2013,109,97,"1,12",52920,"6322,62",2022,34,168,3550,36500,46
8432,6801,68,Mat - 129421,S,VENDU,057-0007 - MINIPELLE 5T À 6T,EQP,E50,BOBCAT,07/03/2013,19/10/2022,2013,111,97,"1,14",79380,"18049,86",2018,148,252,3550,36500,22
8433,6801,68,Mat - 129421,S,VENDU,057-0007 - MINIPELLE 5T À 6T,EQP,E50,BOBCAT,07/03/2013,19/10/2022,2013,111,97,"1,14",79065,"17880,91",2019,123,251,3550,36500,22
8434,6801,68,Mat - 129421,S,VENDU,057-0007 - MINIPELLE 5T À 6T,EQP,E50,BOBCAT,07/03/2013,19/10/2022,2013,111,97,"1,14",80010,"15549,17",2020,126,254,3550,36500,30
8435,6801,68,Mat - 129421,S,VENDU,057-0007 - MINIPELLE 5T À 6T,EQP,E50,BOBCAT,07/03/2013,19/10/2022,2013,111,97,"1,14",80325,"14648,37",2021,136,255,3550,36500,39
8436,6801,68,Mat - 129421,S,VENDU,057-0007 - MINIPELLE 5T À 6T,EQP,E50,BOBCAT,07/03/2013,19/10/2022,2013,111,97,"1,14",62370,"27973,66",2022,82,198,3550,36500,12
8437,6801,68,Mat - 129444,S,VENDU,057-0005 - MINIPELLE 3.5T,EQP,VIO33VCR,YANMAR,19/09/2013,07/12/2022,2013,104,97,"1,08",66780,"17992,85",2018,155,252,2930,30500,22
8438,6801,68,Mat - 129444,S,VENDU,057-0005 - MINIPELLE 3.5T,EQP,VIO33VCR,YANMAR,19/09/2013,07/12/2022,2013,104,97,"1,08",66515,"15235,11",2019,157,251,2930,30500,26
8439,6801,68,Mat - 129444,S,VENDU,057-0005 - MINIPELLE 3.5T,EQP,VIO33VCR,YANMAR,19/09/2013,07/12/2022,2013,104,97,"1,08",67310,"15939,02",2020,136,254,2930,30500,25
