int64_field_0,Agence_Gerante,Region_Proprietaire,Materiel,Statut,Libelle_Statut_Materiel,Cat_Classe_Designation,Nature_equipement,Modele,Marque,Date_Mise_en_Service,Derniere_Loc,Ann__e_Construction_Mat,Age_Mois,Age_Reforme_Mois,Tx_Maturite_Materiel,Valeur_Locative_Th_TR_IndM,CA,Annee_RefT,Nb_Jours_Fac,Nb_Jours_VLG,Valeur_nette_comptable,Prix_Reference_Monnaie_locale,Pay_Back_Prix_Reference
8440,6801,68,Mat - 129444,S,VENDU,057-0005 - MINIPELLE 3.5T,EQP,VIO33VCR,YANMAR,19/09/2013,07/12/2022,2013,104,97,"1,08",67575,"18135,34",2021,160,255,2930,30500,22
8441,6801,68,Mat - 129444,S,VENDU,057-0005 - MINIPELLE 3.5T,EQP,VIO33VCR,YANMAR,19/09/2013,07/12/2022,2013,104,97,"1,08",33655,"9798,5",2022,81,127,2930,30500,24
8442,6801,68,Mat - 129445,S,VENDU,057-0005 - MINIPELLE 3.5T,EQP,VIO33VCR,YANMAR,08/01/2013,24/07/2020,2013,83,97,"0,86",66780,"16158,4",2018,150,252,"3041,01",30500,46
8443,6801,68,Mat - 129445,S,VENDU,057-0005 - MINIPELLE 3.5T,EQP,VIO33VCR,YANMAR,08/01/2013,24/07/2020,2013,83,97,"0,86",66515,"11651,35",2019,126,251,"3041,01",30500,64
8444,6801,68,Mat - 129445,S,VENDU,057-0005 - MINIPELLE 3.5T,EQP,VIO33VCR,YANMAR,08/01/2013,24/07/2020,2013,83,97,"0,86",35510,"4612,15",2020,46,134,"3041,01",30500,69
8445,6101,61,Mat - 129455,S,VENDU,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E25,BOBCAT,10/09/2018,08/06/2020,2013,82,97,"0,84",46620,"10398,29",2018,140,252,1125,23700,50
8446,6101,61,Mat - 129455,S,VENDU,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E25,BOBCAT,10/09/2018,08/06/2020,2013,82,97,"0,84",46435,"10784,4",2019,123,242,1125,23700,56
8447,6101,61,Mat - 129455,S,VENDU,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E25,BOBCAT,10/09/2018,08/06/2020,2013,82,97,"0,84",25715,2952,2020,32,139,1125,23700,89
8448,672,61,Mat - 129474,R,ZONE RETOUR CTRL OBLIGATOIRES,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,E80,BOBCAT,11/01/2018,02/09/2023,2013,110,90,"1,22",100800,"26365,23",2018,136,252,2495,55000,22
8449,672,61,Mat - 129474,R,ZONE RETOUR CTRL OBLIGATOIRES,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,E80,BOBCAT,11/01/2018,02/09/2023,2013,110,90,"1,22",100400,"25499,09",2019,139,251,2495,55000,21
8450,672,61,Mat - 129474,R,ZONE RETOUR CTRL OBLIGATOIRES,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,E80,BOBCAT,11/01/2018,02/09/2023,2013,110,90,"1,22",101600,"14597,76",2020,76,254,2495,55000,44
8451,672,61,Mat - 129474,R,ZONE RETOUR CTRL OBLIGATOIRES,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,E80,BOBCAT,11/01/2018,02/09/2023,2013,110,90,"1,22",102000,"11521,13",2021,57,255,2495,55000,63
8452,672,61,Mat - 129474,R,ZONE RETOUR CTRL OBLIGATOIRES,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,E80,BOBCAT,11/01/2018,02/09/2023,2013,110,90,"1,22",101600,"13263,96",2022,91,254,2495,55000,61
8453,1844,56,Mat - 129475,O,EN LOCATION,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E25,BOBCAT,15/07/2013,15/02/2023,2013,113,97,"1,16",46620,"12345,88",2018,200,252,2250,23700,24
8454,1844,56,Mat - 129475,O,EN LOCATION,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E25,BOBCAT,15/07/2013,15/02/2023,2013,113,97,"1,16",46435,"9657,95",2019,106,251,2250,23700,29
8455,1844,56,Mat - 129475,O,EN LOCATION,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E25,BOBCAT,15/07/2013,15/02/2023,2013,113,97,"1,16",46990,"8301,94",2020,95,254,2250,23700,34
8456,1844,56,Mat - 129475,O,EN LOCATION,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E25,BOBCAT,15/07/2013,15/02/2023,2013,113,97,"1,16",47175,"11199,41",2021,137,255,2250,23700,25
8457,1844,56,Mat - 129475,O,EN LOCATION,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E25,BOBCAT,15/07/2013,15/02/2023,2013,113,97,"1,16",46990,"10032,62",2022,103,254,2250,23700,28
8458,3444,56,Mat - 129476,A,DISPONIBLE,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E25,BOBCAT,17/07/2013,11/03/2022,2013,112,97,"1,16",46620,"12191,75",2018,158,252,2250,23700,23
8459,3444,56,Mat - 129476,A,DISPONIBLE,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E25,BOBCAT,17/07/2013,11/03/2022,2013,112,97,"1,16",46435,"11414,97",2019,144,251,2250,23700,26
8460,3444,56,Mat - 129476,A,DISPONIBLE,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E25,BOBCAT,17/07/2013,11/03/2022,2013,112,97,"1,16",46990,"6190,61",2020,74,242,2250,23700,43
8461,3444,56,Mat - 129476,A,DISPONIBLE,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E25,BOBCAT,17/07/2013,11/03/2022,2013,112,97,"1,16",47175,"7467,94",2021,83,255,2250,23700,38
8462,3444,56,Mat - 129476,A,DISPONIBLE,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E25,BOBCAT,17/07/2013,11/03/2022,2013,112,97,"1,16",46990,"12471,67",2022,120,254,2250,23700,23
8463,6801,68,Mat - 129477,S,VENDU,057-0002 - MINIPELLE 1.5T,EQP,SV15,YANMAR,07/05/2013,15/09/2022,2013,109,97,"1,12",38556,"8518,24",2018,84,252,1690,18300,25
8464,6801,68,Mat - 129477,S,VENDU,057-0002 - MINIPELLE 1.5T,EQP,SV15,YANMAR,07/05/2013,15/09/2022,2013,109,97,"1,12",38403,"6269,55",2019,71,251,1690,18300,45
8465,6801,68,Mat - 129477,S,VENDU,057-0002 - MINIPELLE 1.5T,EQP,SV15,YANMAR,07/05/2013,15/09/2022,2013,109,97,"1,12",38862,"8341,09",2020,84,254,1690,18300,30
8466,6801,68,Mat - 129477,S,VENDU,057-0002 - MINIPELLE 1.5T,EQP,SV15,YANMAR,07/05/2013,15/09/2022,2013,109,97,"1,12",39015,"6397,84",2021,81,255,1690,18300,33
8467,6801,68,Mat - 129477,S,VENDU,057-0002 - MINIPELLE 1.5T,EQP,SV15,YANMAR,07/05/2013,15/09/2022,2013,109,97,"1,12",25857,"2783,3",2022,32,169,1690,18300,51
8468,1854,54,Mat - 129484,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,E50,BOBCAT,11/06/2018,13/02/2023,2013,109,97,"1,13",79380,"14874,9",2018,125,252,1775,36500,28
8469,1854,54,Mat - 129484,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,E50,BOBCAT,11/06/2018,13/02/2023,2013,109,97,"1,13",79065,"8597,8",2019,74,251,1775,36500,48
8470,1854,54,Mat - 129484,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,E50,BOBCAT,11/06/2018,13/02/2023,2013,109,97,"1,13",80010,4173,2020,50,254,1775,36500,100
8471,1854,54,Mat - 129484,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,E50,BOBCAT,11/06/2018,13/02/2023,2013,109,97,"1,13",80325,"10673,77",2021,76,255,1775,36500,46
8472,1854,54,Mat - 129484,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,E50,BOBCAT,11/06/2018,13/02/2023,2013,109,97,"1,13",80010,"14311,99",2022,111,254,1775,36500,32
8473,3245,68,Mat - 129510,O,EN LOCATION,052-0024 - CHARIOT TELESC. =< 6M,EQP,MT625T,MANITOU,25/10/2013,31/01/2023,2013,109,116,"0,94",40572,"15849,31",2018,137,252,3580,37000,28
8474,3245,68,Mat - 129510,O,EN LOCATION,052-0024 - CHARIOT TELESC. =< 6M,EQP,MT625T,MANITOU,25/10/2013,31/01/2023,2013,109,116,"0,94",40411,"15241,05",2019,176,251,3580,37000,25
8475,3245,68,Mat - 129510,O,EN LOCATION,052-0024 - CHARIOT TELESC. =< 6M,EQP,MT625T,MANITOU,25/10/2013,31/01/2023,2013,109,116,"0,94",40894,"15776,75",2020,177,254,3580,37000,27
8476,3245,68,Mat - 129510,O,EN LOCATION,052-0024 - CHARIOT TELESC. =< 6M,EQP,MT625T,MANITOU,25/10/2013,31/01/2023,2013,109,116,"0,94",41055,"13031,81",2021,186,255,3580,37000,40
8477,3245,68,Mat - 129510,O,EN LOCATION,052-0024 - CHARIOT TELESC. =< 6M,EQP,MT625T,MANITOU,25/10/2013,31/01/2023,2013,109,116,"0,94",40894,"13817,76",2022,180,254,3580,37000,33
8478,6801,68,Mat - 129511,S,VENDU,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR730,MANITOU,25/10/2013,12/11/2018,2013,60,83,"0,73",1610,0,2018,67,230,0,1500,0
8479,6601,66,Mat - 129512,S,VENDU,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,TOUCAN10E,JLG,25/06/2013,26/10/2020,2013,87,119,"0,73",36036,10629,2018,231,252,1780,18500,34
8480,6601,66,Mat - 129512,S,VENDU,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,TOUCAN10E,JLG,25/06/2013,26/10/2020,2013,87,119,"0,73",35893,"3522,28",2019,79,235,1780,18500,103
8481,6601,66,Mat - 129512,S,VENDU,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,TOUCAN10E,JLG,25/06/2013,26/10/2020,2013,87,119,"0,73",28743,"5355,25",2020,9,201,1780,18500,64
8482,3443,56,Mat - 12955,N,PANNE COURT TERME,057-0007 - MINIPELLE 5T À 6T,EQP,E50,BOBCAT,26/11/2012,14/12/2022,2012,120,97,"1,24",79380,"10357,15",2018,91,252,3380,36500,42
8483,3443,56,Mat - 12955,N,PANNE COURT TERME,057-0007 - MINIPELLE 5T À 6T,EQP,E50,BOBCAT,26/11/2012,14/12/2022,2012,120,97,"1,24",79065,"16812,35",2019,133,251,3380,36500,26
8484,3443,56,Mat - 12955,N,PANNE COURT TERME,057-0007 - MINIPELLE 5T À 6T,EQP,E50,BOBCAT,26/11/2012,14/12/2022,2012,120,97,"1,24",80010,"9865,69",2020,75,254,3380,36500,45
8485,3443,56,Mat - 12955,N,PANNE COURT TERME,057-0007 - MINIPELLE 5T À 6T,EQP,E50,BOBCAT,26/11/2012,14/12/2022,2012,120,97,"1,24",80325,"13474,45",2021,123,255,3380,36500,33
8486,3443,56,Mat - 12955,N,PANNE COURT TERME,057-0007 - MINIPELLE 5T À 6T,EQP,E50,BOBCAT,26/11/2012,14/12/2022,2012,120,97,"1,24",80010,"11936,05",2022,87,254,3380,36500,37
8487,3247,68,Mat - 129558,A,DISPONIBLE,049-0033 - NACELLE =<12M ELECTRIQUE,EQP,120AETJ-C,MANITOU,10/04/2013,01/05/2023,2013,110,119,"0,92",36540,"10669,95",2018,188,252,2940,29000,39
8488,3247,68,Mat - 129558,A,DISPONIBLE,049-0033 - NACELLE =<12M ELECTRIQUE,EQP,120AETJ-C,MANITOU,10/04/2013,01/05/2023,2013,110,119,"0,92",36395,"6866,3",2019,115,251,2940,29000,42
8489,3247,68,Mat - 129558,A,DISPONIBLE,049-0033 - NACELLE =<12M ELECTRIQUE,EQP,120AETJ-C,MANITOU,10/04/2013,01/05/2023,2013,110,119,"0,92",36830,"6032,95",2020,84,254,2940,29000,76
8490,3247,68,Mat - 129558,A,DISPONIBLE,049-0033 - NACELLE =<12M ELECTRIQUE,EQP,120AETJ-C,MANITOU,10/04/2013,01/05/2023,2013,110,119,"0,92",36975,"9125,09",2021,176,255,2940,29000,37
8491,3247,68,Mat - 129558,A,DISPONIBLE,049-0033 - NACELLE =<12M ELECTRIQUE,EQP,120AETJ-C,MANITOU,10/04/2013,01/05/2023,2013,110,119,"0,92",36830,"8906,97",2022,152,254,2940,29000,28
8492,1116,68,Mat - 129560,N,PANNE COURT TERME,052-0024 - CHARIOT TELESC. =< 6M,EQP,MT625T,MANITOU,31/10/2013,02/03/2023,2013,109,116,"0,94",40572,"15062,6",2018,203,252,3580,37000,21
8493,1116,68,Mat - 129560,N,PANNE COURT TERME,052-0024 - CHARIOT TELESC. =< 6M,EQP,MT625T,MANITOU,31/10/2013,02/03/2023,2013,109,116,"0,94",40411,"14354,95",2019,155,251,3580,37000,24
8494,1116,68,Mat - 129560,N,PANNE COURT TERME,052-0024 - CHARIOT TELESC. =< 6M,EQP,MT625T,MANITOU,31/10/2013,02/03/2023,2013,109,116,"0,94",40894,"16681,41",2020,150,254,3580,37000,32
8495,1116,68,Mat - 129560,N,PANNE COURT TERME,052-0024 - CHARIOT TELESC. =< 6M,EQP,MT625T,MANITOU,31/10/2013,02/03/2023,2013,109,116,"0,94",41055,"13158,9",2021,160,255,3580,37000,43
8496,1116,68,Mat - 129560,N,PANNE COURT TERME,052-0024 - CHARIOT TELESC. =< 6M,EQP,MT625T,MANITOU,31/10/2013,02/03/2023,2013,109,116,"0,94",40894,"12063,38",2022,142,254,3580,37000,36
8497,1116,68,Mat - 129561,T,VOLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR730,MANITOU,31/10/2013,02/01/2021,2013,86,83,"1,04",1764,0,2018,42,252,0,1500,0
8498,1116,68,Mat - 129561,T,VOLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR730,MANITOU,31/10/2013,02/01/2021,2013,86,83,"1,04",1757,"73,2",2019,39,251,0,1500,431
8499,1116,68,Mat - 129561,T,VOLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR730,MANITOU,31/10/2013,02/01/2021,2013,86,83,"1,04",1778,"202,72",2020,99,254,0,1500,126
8500,1116,68,Mat - 129561,T,VOLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR730,MANITOU,31/10/2013,02/01/2021,2013,86,83,"1,04",133,0,2021,0,19,0,1500,0
8501,3143,66,Mat - 129595,A,DISPONIBLE,052-0027 - CHARIOT TELESC. 7M,EQP,P34.7,MERLO,01/07/2019,14/02/2023,2013,109,116,"0,94",44100,"11039,07",2018,123,249,"437,5",43000,50
8502,3143,66,Mat - 129595,A,DISPONIBLE,052-0027 - CHARIOT TELESC. 7M,EQP,P34.7,MERLO,01/07/2019,14/02/2023,2013,109,116,"0,94",43925,"12408,95",2019,154,251,"437,5",43000,36
8503,3143,66,Mat - 129595,A,DISPONIBLE,052-0027 - CHARIOT TELESC. 7M,EQP,P34.7,MERLO,01/07/2019,14/02/2023,2013,109,116,"0,94",44450,"8448,18",2020,89,254,"437,5",43000,58
8504,3143,66,Mat - 129595,A,DISPONIBLE,052-0027 - CHARIOT TELESC. 7M,EQP,P34.7,MERLO,01/07/2019,14/02/2023,2013,109,116,"0,94",44625,11137,2021,116,255,"437,5",43000,57
8505,3143,66,Mat - 129595,A,DISPONIBLE,052-0027 - CHARIOT TELESC. 7M,EQP,P34.7,MERLO,01/07/2019,14/02/2023,2013,109,116,"0,94",44450,"9804,65",2022,129,254,"437,5",43000,46
8506,1058,66,Mat - 129596,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,B/P34.7,MERLO,15/11/2013,13/02/2023,2013,109,83,"1,31",1764,"15,52",2018,7,246,0,1500,1487
8507,1058,66,Mat - 129596,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,B/P34.7,MERLO,15/11/2013,13/02/2023,2013,109,83,"1,31",1757,"12,04",2019,54,251,0,1500,1413
8508,1058,66,Mat - 129596,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,B/P34.7,MERLO,15/11/2013,13/02/2023,2013,109,83,"1,31",1778,"17,92",2020,63,254,0,1500,886
8509,1058,66,Mat - 129596,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,B/P34.7,MERLO,15/11/2013,13/02/2023,2013,109,83,"1,31",1785,"233,94",2021,106,255,0,1500,74
8510,1058,66,Mat - 129596,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,B/P34.7,MERLO,15/11/2013,13/02/2023,2013,109,83,"1,31",1778,453,2022,128,254,0,1500,35
8511,6801,68,Mat - 129605,S,VENDU,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,ECR25,VOLVO,31/08/2018,28/06/2022,2013,105,97,"1,08",46620,"15093,25",2018,138,252,237,23700,20
8512,6801,68,Mat - 129605,S,VENDU,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,ECR25,VOLVO,31/08/2018,28/06/2022,2013,105,97,"1,08",46435,"12066,19",2019,121,251,237,23700,25
8513,6801,68,Mat - 129605,S,VENDU,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,ECR25,VOLVO,31/08/2018,28/06/2022,2013,105,97,"1,08",46990,"12099,6",2020,163,254,237,23700,25
8514,6801,68,Mat - 129605,S,VENDU,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,ECR25,VOLVO,31/08/2018,28/06/2022,2013,105,97,"1,08",47175,"11485,93",2021,110,255,237,23700,29
8515,6801,68,Mat - 129605,S,VENDU,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,ECR25,VOLVO,31/08/2018,28/06/2022,2013,105,97,"1,08",22385,"12186,65",2022,4,121,237,23700,14
8516,6801,68,Mat - 129606,S,VENDU,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,ECR25,VOLVO,31/08/2018,21/09/2021,2013,96,97,"0,99",46620,"9425,9",2018,138,252,237,23700,38
8517,6801,68,Mat - 129606,S,VENDU,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,ECR25,VOLVO,31/08/2018,21/09/2021,2013,96,97,"0,99",46435,"11087,87",2019,157,251,237,23700,41
8518,6801,68,Mat - 129606,S,VENDU,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,ECR25,VOLVO,31/08/2018,21/09/2021,2013,96,97,"0,99",46990,"8054,23",2020,87,254,237,23700,39
8519,6801,68,Mat - 129606,S,VENDU,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,ECR25,VOLVO,31/08/2018,21/09/2021,2013,96,97,"0,99",32190,"19966,36",2021,52,174,237,23700,13
8520,1104,68,Mat - 129614,O,EN LOCATION,057-0005 - MINIPELLE 3.5T,EQP,VIO33VCR,YANMAR,16/07/2013,31/01/2023,2013,113,97,"1,16",66780,"11445,2",2018,98,252,2930,30500,27
8521,1104,68,Mat - 129614,O,EN LOCATION,057-0005 - MINIPELLE 3.5T,EQP,VIO33VCR,YANMAR,16/07/2013,31/01/2023,2013,113,97,"1,16",66515,"13230,16",2019,161,251,2930,30500,23
8522,1104,68,Mat - 129614,O,EN LOCATION,057-0005 - MINIPELLE 3.5T,EQP,VIO33VCR,YANMAR,16/07/2013,31/01/2023,2013,113,97,"1,16",67310,"10346,95",2020,109,254,2930,30500,44
8523,1104,68,Mat - 129614,O,EN LOCATION,057-0005 - MINIPELLE 3.5T,EQP,VIO33VCR,YANMAR,16/07/2013,31/01/2023,2013,113,97,"1,16",67575,"10729,86",2021,116,255,2930,30500,29
8524,1104,68,Mat - 129614,O,EN LOCATION,057-0005 - MINIPELLE 3.5T,EQP,VIO33VCR,YANMAR,16/07/2013,31/01/2023,2013,113,97,"1,16",67310,"13137,61",2022,133,254,2930,30500,33
8525,3240,68,Mat - 129621,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,E50,BOBCAT,16/07/2013,02/02/2023,2013,113,97,"1,16",79380,9661,2018,91,252,3550,36500,38
8526,3240,68,Mat - 129621,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,E50,BOBCAT,16/07/2013,02/02/2023,2013,113,97,"1,16",79065,"9639,66",2019,102,251,3550,36500,63
8527,3240,68,Mat - 129621,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,E50,BOBCAT,16/07/2013,02/02/2023,2013,113,97,"1,16",80010,"6426,32",2020,47,254,3550,36500,57
8528,3240,68,Mat - 129621,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,E50,BOBCAT,16/07/2013,02/02/2023,2013,113,97,"1,16",80325,"15528,67",2021,185,255,3550,36500,28
8529,3240,68,Mat - 129621,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,E50,BOBCAT,16/07/2013,02/02/2023,2013,113,97,"1,16",80010,"13132,15",2022,126,254,3550,36500,33
8530,6801,68,Mat - 129622,S,VENDU,057-0007 - MINIPELLE 5T À 6T,EQP,E50,BOBCAT,09/09/2013,27/10/2022,2013,109,97,"1,12",79380,"11003,24",2018,94,252,3550,36500,37
8531,6801,68,Mat - 129622,S,VENDU,057-0007 - MINIPELLE 5T À 6T,EQP,E50,BOBCAT,09/09/2013,27/10/2022,2013,109,97,"1,12",79065,"14617,1",2019,109,251,3550,36500,37
8532,6801,68,Mat - 129622,S,VENDU,057-0007 - MINIPELLE 5T À 6T,EQP,E50,BOBCAT,09/09/2013,27/10/2022,2013,109,97,"1,12",80010,"11341,89",2020,98,254,3550,36500,36
8533,6801,68,Mat - 129622,S,VENDU,057-0007 - MINIPELLE 5T À 6T,EQP,E50,BOBCAT,09/09/2013,27/10/2022,2013,109,97,"1,12",80325,"12210,42",2021,118,255,3550,36500,37
8534,6801,68,Mat - 129622,S,VENDU,057-0007 - MINIPELLE 5T À 6T,EQP,E50,BOBCAT,09/09/2013,27/10/2022,2013,109,97,"1,12",63945,"20296,77",2022,28,203,3550,36500,18
8535,6801,68,Mat - 129623,S,VENDU,057-0007 - MINIPELLE 5T À 6T,EQP,E50,BOBCAT,19/08/2013,26/05/2021,2013,92,97,"0,95",79380,"16580,4",2018,129,252,3550,36500,38
8536,6801,68,Mat - 129623,S,VENDU,057-0007 - MINIPELLE 5T À 6T,EQP,E50,BOBCAT,19/08/2013,26/05/2021,2013,92,97,"0,95",79065,"17593,78",2019,154,251,3550,36500,35
8537,6801,68,Mat - 129623,S,VENDU,057-0007 - MINIPELLE 5T À 6T,EQP,E50,BOBCAT,19/08/2013,26/05/2021,2013,92,97,"0,95",80010,"22435,12",2020,180,254,3550,36500,28
8538,6801,68,Mat - 129623,S,VENDU,057-0007 - MINIPELLE 5T À 6T,EQP,E50,BOBCAT,19/08/2013,26/05/2021,2013,92,97,"0,95",27090,"26565,8",2021,36,86,3550,36500,10
8539,3444,56,Mat - 129641,O,EN LOCATION,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,E80,BOBCAT,11/01/2018,13/02/2023,2013,110,90,"1,22",100800,"26370,73",2018,163,252,2495,55000,27
8540,3444,56,Mat - 129641,O,EN LOCATION,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,E80,BOBCAT,11/01/2018,13/02/2023,2013,110,90,"1,22",100400,"21927,5",2019,156,251,2495,55000,30
8541,3444,56,Mat - 129641,O,EN LOCATION,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,E80,BOBCAT,11/01/2018,13/02/2023,2013,110,90,"1,22",101600,"11220,51",2020,67,254,2495,55000,55
8542,3444,56,Mat - 129641,O,EN LOCATION,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,E80,BOBCAT,11/01/2018,13/02/2023,2013,110,90,"1,22",102000,"9502,89",2021,72,255,2495,55000,75
8543,3444,56,Mat - 129641,O,EN LOCATION,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,E80,BOBCAT,11/01/2018,13/02/2023,2013,110,90,"1,22",101600,"12875,45",2022,86,254,2495,55000,48
8544,1121,68,Mat - 129655,O,EN LOCATION,049-0016 - NACELLE 16M SUR VL,EQP,160ALUDS,MULTITEL,06/05/2013,02/10/2023,2013,114,103,"1,11",64260,"19488,25",2018,124,252,4990,52500,30
8545,1121,68,Mat - 129655,O,EN LOCATION,049-0016 - NACELLE 16M SUR VL,EQP,160ALUDS,MULTITEL,06/05/2013,02/10/2023,2013,114,103,"1,11",64005,"17687,41",2019,99,251,4990,52500,33
8546,1121,68,Mat - 129655,O,EN LOCATION,049-0016 - NACELLE 16M SUR VL,EQP,160ALUDS,MULTITEL,06/05/2013,02/10/2023,2013,114,103,"1,11",64770,"16961,99",2020,149,254,4990,52500,43
8547,1121,68,Mat - 129655,O,EN LOCATION,049-0016 - NACELLE 16M SUR VL,EQP,160ALUDS,MULTITEL,06/05/2013,02/10/2023,2013,114,103,"1,11",65025,"14713,21",2021,130,255,4990,52500,46
8548,1121,68,Mat - 129655,O,EN LOCATION,049-0016 - NACELLE 16M SUR VL,EQP,160ALUDS,MULTITEL,06/05/2013,02/10/2023,2013,114,103,"1,11",64770,"16823,32",2022,131,254,4990,52500,35
8549,5601,56,Mat - 12966,S,VENDU,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,8085,JCB,18/10/2012,21/09/2021,2012,106,90,"1,18",100800,"14818,91",2018,92,252,4640,55000,58
8550,5601,56,Mat - 12966,S,VENDU,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,8085,JCB,18/10/2012,21/09/2021,2012,106,90,"1,18",100400,"17838,65",2019,115,251,4640,55000,48
8551,5601,56,Mat - 12966,S,VENDU,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,8085,JCB,18/10/2012,21/09/2021,2012,106,90,"1,18",101600,"11277,1",2020,87,254,4640,55000,77
8552,5601,56,Mat - 12966,S,VENDU,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,8085,JCB,18/10/2012,21/09/2021,2012,106,90,"1,18",69600,"25615,13",2021,34,174,4640,55000,26
8553,6801,68,Mat - 129694,S,VENDU,057-0005 - MINIPELLE 3.5T,EQP,VIO33-CPY,YANMAR,29/07/2013,16/09/2022,2013,109,97,"1,12",66780,"6259,3",2018,45,252,2850,30500,56
8554,6801,68,Mat - 129694,S,VENDU,057-0005 - MINIPELLE 3.5T,EQP,VIO33-CPY,YANMAR,29/07/2013,16/09/2022,2013,109,97,"1,12",66515,"16131,4",2019,147,251,2850,30500,22
8555,6801,68,Mat - 129694,S,VENDU,057-0005 - MINIPELLE 3.5T,EQP,VIO33-CPY,YANMAR,29/07/2013,16/09/2022,2013,109,97,"1,12",67310,"5484,5",2020,54,254,2850,30500,81
8556,6801,68,Mat - 129694,S,VENDU,057-0005 - MINIPELLE 3.5T,EQP,VIO33-CPY,YANMAR,29/07/2013,16/09/2022,2013,109,97,"1,12",67575,"12429,9",2021,116,255,2850,30500,31
8557,6801,68,Mat - 129694,S,VENDU,057-0005 - MINIPELLE 3.5T,EQP,VIO33-CPY,YANMAR,29/07/2013,16/09/2022,2013,109,97,"1,12",45845,"16566,4",2022,51,173,2850,30500,16
8558,1057,66,Mat - 129719,A,DISPONIBLE,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,VIO80-1ACR,YANMAR,29/07/2013,02/08/2023,2013,112,90,"1,25",100800,"15749,8",2018,99,252,5450,55000,39
8559,1057,66,Mat - 129719,A,DISPONIBLE,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,VIO80-1ACR,YANMAR,29/07/2013,02/08/2023,2013,112,90,"1,25",100400,"15987,5",2019,87,251,5450,55000,38
