int64_field_0,Agence_Facturation,Region_Facturation,Materiel,Statut,Libelle_Statut_Materiel,Cat_Classe_Designation,Nature_equipement,Modele,Marque,Date_Mise_en_Service,Derniere_Loc,Age_Mois,Age_Reforme_Mois,Tx_Maturite_Materiel,CA,Annee_RefT,Nb_Jours_Fac,Nb_Jours_VLG,Valeur_Locative_Th_TR_IndM,Prix_Reference_Monnaie_locale,Pay_Back_Prix_Reference,Date_Fin_Vie
7286,294,51,107528,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,02/01/2018,02/07/2023,125,117,"1,07","905,1",2021,8,23,0,38000,41,
7287,294,51,107754,N,PANNE COURT TERME,049-0039 - NACELLE 15M ELECTRIQUE,EQP,HA15IP,HAULOTTE,28/02/2018,02/10/2023,118,119,1,82,2019,1,3,0,33000,49,
7288,294,51,112073,S,VENDU,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,VIO25,YANMAR,22/02/2013,15/02/2023,117,97,"1,21",0,2019,0,9,0,23700,0,29/11/2022
7289,294,51,117723,U,RETOUR PLANIFIE,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E25,BOBCAT,04/04/2013,02/10/2023,116,97,"1,19",2580,2018,27,252,46620,23700,108,
7290,294,51,117723,U,RETOUR PLANIFIE,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E25,BOBCAT,04/04/2013,02/10/2023,116,97,"1,19","7555,4",2019,80,251,46435,23700,37,
7291,294,51,117723,U,RETOUR PLANIFIE,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E25,BOBCAT,04/04/2013,02/10/2023,116,97,"1,19","3904,35",2020,50,249,46990,23700,70,
7292,294,51,117723,U,RETOUR PLANIFIE,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E25,BOBCAT,04/04/2013,02/10/2023,116,97,"1,19",0,2021,0,255,47175,23700,0,
7293,294,51,117723,U,RETOUR PLANIFIE,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E25,BOBCAT,04/04/2013,02/10/2023,116,97,"1,19","7322,89",2022,83,254,46990,23700,38,
7294,294,51,119606,O,EN LOCATION,052-0083 - BENNE DE REPRISE CEREALIERE,ACC,2000LBMTLCF230,MAGSI,02/05/2013,15/02/2023,115,83,"1,39","41,9",2019,9,175,0,2300,197,
7295,294,51,119606,O,EN LOCATION,052-0083 - BENNE DE REPRISE CEREALIERE,ACC,2000LBMTLCF230,MAGSI,02/05/2013,15/02/2023,115,83,"1,39","93,34",2020,35,348,0,2300,176,
7296,294,51,119606,O,EN LOCATION,052-0083 - BENNE DE REPRISE CEREALIERE,ACC,2000LBMTLCF230,MAGSI,02/05/2013,15/02/2023,115,83,"1,39","158,1",2021,52,365,0,2300,109,
7297,294,51,119606,O,EN LOCATION,052-0083 - BENNE DE REPRISE CEREALIERE,ACC,2000LBMTLCF230,MAGSI,02/05/2013,15/02/2023,115,83,"1,39","156,16",2022,49,350,4975,2300,106,
7298,294,51,12795,R,ZONE RETOUR CTRL OBLIGATOIRES,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E26,BOBCAT,04/01/2013,01/10/2023,119,97,"1,23","1131,5",2021,14,29,0,23700,25,
7299,294,51,12834,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,COMPACT8,HAULOTTE,06/11/2017,13/02/2023,120,112,"1,07",390,2020,13,29,0,9900,32,
7300,294,51,129269,R,ZONE RETOUR CTRL OBLIGATOIRES,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,VIO80-1ACR,YANMAR,10/07/2013,02/09/2023,113,90,"1,25",190,2021,1,4,0,55000,47,
7301,294,51,129388,N,PANNE COURT TERME,057-0007 - MINIPELLE 5T À 6T,EQP,E50,BOBCAT,22/07/2013,13/12/2022,112,97,"1,16",899,2020,7,9,0,36500,16,
7302,294,51,1352,O,EN LOCATION,052-0037 - CHARIOT TELESC. 14M,EQP,535-140,JCB,30/03/2011,02/10/2023,149,111,"1,34",1854,2019,17,17,0,55000,22,
7303,294,51,1352,O,EN LOCATION,052-0037 - CHARIOT TELESC. 14M,EQP,535-140,JCB,30/03/2011,02/10/2023,149,111,"1,34",323,2020,2,2,0,55000,15,
7304,294,51,136226,O,EN LOCATION,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,SJIII3220,SKYJACK,05/07/2013,14/02/2023,113,112,"1,01","145,5",2020,3,6,0,9900,18,
7305,294,51,136268,O,EN LOCATION,052-0037 - CHARIOT TELESC. 14M,EQP,MT1440,MANITOU,03/07/2013,13/02/2023,113,111,"1,02","193,41",2018,1,1,0,55000,13,
7306,294,51,1393,U,RETOUR PLANIFIE,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,29/04/2011,02/08/2023,149,117,"1,27",2996,2021,33,44,0,38000,23,
7307,294,51,1393,U,RETOUR PLANIFIE,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,29/04/2011,02/08/2023,149,117,"1,27",108,2022,1,2,0,38000,29,
7308,294,51,146342,R,ZONE RETOUR CTRL OBLIGATOIRES,052-0037 - CHARIOT TELESC. 14M,EQP,P38.14,MERLO,09/01/2019,14/02/2023,108,111,"0,98",115,2018,1,5,0,55000,101,
7309,294,51,1472,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,Z-45/25RTJ,GENIE,02/03/2011,31/01/2023,149,117,"1,27",250,2018,2,3,0,38000,17,
7310,294,51,1472,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,Z-45/25RTJ,GENIE,02/03/2011,31/01/2023,149,117,"1,27",187,2019,2,5,0,38000,38,
7311,294,51,158726,O,EN LOCATION,057-0005 - MINIPELLE 3.5T,EQP,ECR38,VOLVO,31/01/2019,14/02/2023,106,97,"1,1","462,6",2019,3,5,0,30500,14,
7312,294,51,158774,R,ZONE RETOUR CTRL OBLIGATOIRES,052-0027 - CHARIOT TELESC. 7M,EQP,P34.7,MERLO,19/06/2019,15/02/2023,103,116,"0,89",660,2020,6,11,0,43000,31,
7313,294,51,158796,N,PANNE COURT TERME,052-0032 - CHARIOT TELESC. 9M,EQP,535-95,JCB,03/03/2019,02/03/2023,105,116,"0,91","5354,36",2018,55,241,55440,46000,93,
7314,294,51,158796,N,PANNE COURT TERME,052-0032 - CHARIOT TELESC. 9M,EQP,535-95,JCB,03/03/2019,02/03/2023,105,116,"0,91","13917,48",2019,140,251,55220,46000,37,
7315,294,51,158796,N,PANNE COURT TERME,052-0032 - CHARIOT TELESC. 9M,EQP,535-95,JCB,03/03/2019,02/03/2023,105,116,"0,91",12675,2020,168,254,55880,46000,41,
7316,294,51,158796,N,PANNE COURT TERME,052-0032 - CHARIOT TELESC. 9M,EQP,535-95,JCB,03/03/2019,02/03/2023,105,116,"0,91","15180,53",2021,178,248,56100,46000,34,
7317,294,51,158796,N,PANNE COURT TERME,052-0032 - CHARIOT TELESC. 9M,EQP,535-95,JCB,03/03/2019,02/03/2023,105,116,"0,91","11804,17",2022,146,254,55880,46000,45,
7318,294,51,167484,U,RETOUR PLANIFIE,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,8085ZTS,JCB,01/08/2019,02/10/2023,101,90,"1,12",1718,2019,10,7,0,55000,9,
7319,294,51,167679,U,RETOUR PLANIFIE,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,160ATJ-4RDEO350,MANITOU,03/03/2014,02/03/2023,105,117,"0,9",0,2018,0,5,0,38000,0,
7320,294,51,175199,A,DISPONIBLE,052-0083 - BENNE DE REPRISE CEREALIERE,ACC,BMICF230+CLBR2,MAGSI,04/06/2014,18/08/2022,102,83,"1,23",112,2022,40,180,4500,2300,117,
7321,294,51,175338,A,DISPONIBLE,052-0083 - BENNE DE REPRISE CEREALIERE,ACC,BMICF230+CLBR2,MAGSI,04/06/2014,15/02/2023,102,83,"1,23","28,2",2018,28,365,9125,2300,978,
7322,294,51,175338,A,DISPONIBLE,052-0083 - BENNE DE REPRISE CEREALIERE,ACC,BMICF230+CLBR2,MAGSI,04/06/2014,15/02/2023,102,83,"1,23","94,3",2019,27,365,9125,2300,293,
7323,294,51,175338,A,DISPONIBLE,052-0083 - BENNE DE REPRISE CEREALIERE,ACC,BMICF230+CLBR2,MAGSI,04/06/2014,15/02/2023,102,83,"1,23",88,2020,22,366,9150,2300,314,
7324,294,51,175338,A,DISPONIBLE,052-0083 - BENNE DE REPRISE CEREALIERE,ACC,BMICF230+CLBR2,MAGSI,04/06/2014,15/02/2023,102,83,"1,23","298,67",2021,112,365,9125,2300,92,
7325,294,51,175338,A,DISPONIBLE,052-0083 - BENNE DE REPRISE CEREALIERE,ACC,BMICF230+CLBR2,MAGSI,04/06/2014,15/02/2023,102,83,"1,23","214,42",2022,78,365,9125,2300,129,
7326,294,51,181170,A,DISPONIBLE,052-0083 - BENNE DE REPRISE CEREALIERE,ACC,BMICF230+CLBR2,MAGSI,24/06/2014,22/08/2022,101,83,"1,22",82,2019,20,44,0,2300,39,
7327,294,51,181170,A,DISPONIBLE,052-0083 - BENNE DE REPRISE CEREALIERE,ACC,BMICF230+CLBR2,MAGSI,24/06/2014,22/08/2022,101,83,"1,22","138,67",2021,52,208,5200,2300,108,
7328,294,51,181170,A,DISPONIBLE,052-0083 - BENNE DE REPRISE CEREALIERE,ACC,BMICF230+CLBR2,MAGSI,24/06/2014,22/08/2022,101,83,"1,22",126,2022,45,365,9125,2300,208,
7329,294,51,189499,A,DISPONIBLE,052-0032 - CHARIOT TELESC. 9M,EQP,535-95,JCB,26/12/2014,14/02/2023,95,116,"0,82","998,1",2020,8,13,0,46000,24,
7330,294,51,198166,R,ZONE RETOUR CTRL OBLIGATOIRES,057-0005 - MINIPELLE 3.5T,EQP,EZ38-CPY,NEUSON,22/04/2015,02/01/2023,91,97,"0,94",679,2022,5,10,0,30500,19,
7331,294,51,198545,U,RETOUR PLANIFIE,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E26,BOBCAT,17/06/2015,14/02/2023,89,97,"0,92",198,2019,2,13,0,23700,60,
7332,294,51,198545,U,RETOUR PLANIFIE,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E26,BOBCAT,17/06/2015,14/02/2023,89,97,"0,92",0,2020,0,1,0,23700,0,
7333,294,51,198545,U,RETOUR PLANIFIE,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,E26,BOBCAT,17/06/2015,14/02/2023,89,97,"0,92",87,2021,1,2,0,23700,21,
7334,294,51,202806,U,RETOUR PLANIFIE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,1000L980/A5063,JCB,30/04/2015,02/07/2023,91,83,"1,1",0,2019,0,10,0,1500,0,
7335,294,51,202806,U,RETOUR PLANIFIE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,1000L980/A5063,JCB,30/04/2015,02/07/2023,91,83,"1,1","14,52",2021,4,12,0,1500,40,
7336,294,51,20401006,N,PANNE COURT TERME,049-0033 - NACELLE =<12M ELECTRIQUE,EQP,Z-30/20N,GENIE,01/07/2007,26/01/2023,257,119,"2,16","85,69",2022,1,4,0,29000,61,
7337,294,51,20401012,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0039 - NACELLE 15M ELECTRIQUE,EQP,Z-45/25J DC,GENIE,01/07/2007,02/01/2023,257,119,"2,16","808,2",2021,9,14,0,33000,26,
7338,294,51,208132,U,RETOUR PLANIFIE,049-0083 - PLATEFORME 15M AUTOM. DIESEL,EQP,H15SX,HAULOTTE,14/03/2018,19/01/2023,100,112,"0,89",1078,2022,22,9,0,43000,15,
7339,294,51,21102,S,VENDU,049-0038 - NACELLE 12M AUTOMOTRICE DIESEL,EQP,HA12PX,HAULOTTE,01/07/2004,23/02/2021,199,117,"1,7",1492,2019,18,150,21280,35400,229,05/11/2019
7340,294,51,211700,S,VENDU,052-0010 - PINCE A BALLE 1T / 1.2T,ACC,A2407,MERLO,28/08/2015,13/11/2020,62,83,"0,75",0,2018,0,116,1936,2000,0,29/09/2020
7341,294,51,211896,A,DISPONIBLE,052-0027 - CHARIOT TELESC. 7M,EQP,531-70-110CV,JCB,01/01/2021,30/01/2023,88,116,"0,76","10217,6",2021,160,213,44625,43000,87,
7342,294,51,211896,A,DISPONIBLE,052-0027 - CHARIOT TELESC. 7M,EQP,531-70-110CV,JCB,01/01/2021,30/01/2023,88,116,"0,76","8789,59",2022,106,249,44450,43000,118,
7343,294,51,225362,U,RETOUR PLANIFIE,049-0047 - NACELLE 20M ARTICULEE DIESEL,EQP,HA20RTJPRO,HAULOTTE,20/01/2016,02/03/2023,82,117,"0,7","18525,85",2018,140,251,97020,56000,32,
7344,294,51,225362,U,RETOUR PLANIFIE,049-0047 - NACELLE 20M ARTICULEE DIESEL,EQP,HA20RTJPRO,HAULOTTE,20/01/2016,02/03/2023,82,117,"0,7","2887,78",2019,23,52,15785,56000,43,
7345,294,51,226190,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0078 - PLATEFORME 12M COMPACT ELEC.,EQP,GS-3246,GENIE,23/02/2016,15/02/2023,81,112,"0,73","106,4",2018,1,4,0,16000,22,
7346,294,51,226190,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0078 - PLATEFORME 12M COMPACT ELEC.,EQP,GS-3246,GENIE,23/02/2016,15/02/2023,81,112,"0,73",69,2019,1,6,0,16000,51,
7347,294,51,226190,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0078 - PLATEFORME 12M COMPACT ELEC.,EQP,GS-3246,GENIE,23/02/2016,15/02/2023,81,112,"0,73",0,2020,0,1,0,16000,0,
7348,294,51,226190,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0078 - PLATEFORME 12M COMPACT ELEC.,EQP,GS-3246,GENIE,23/02/2016,15/02/2023,81,112,"0,73",0,2022,0,4,0,16000,0,
7349,294,51,226782,O,EN LOCATION,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,PIAF1000R,ATN,14/03/2016,15/02/2023,81,119,"0,68","310,1",2020,3,3,0,18500,8,
7350,294,51,226782,O,EN LOCATION,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,PIAF1000R,ATN,14/03/2016,15/02/2023,81,119,"0,68","56,1",2022,1,5,0,18500,70,
7351,294,51,231309,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,OHTL4014,HAULOTTE,30/03/2016,02/02/2023,80,83,"0,96","50,12",2021,9,109,0,1500,140,
7352,294,51,236234,A,DISPONIBLE,052-0083 - BENNE DE REPRISE CEREALIERE,ACC,CEREAL.2500L,MERLO,30/06/2016,26/10/2022,77,83,"0,93","44,55",2018,2,125,1675,2300,193,
7353,294,51,243577,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,PIAF1000R,ATN,10/10/2016,02/01/2023,74,119,"0,62","6924,46",2018,136,227,36036,18500,24,
7354,294,51,243577,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,PIAF1000R,ATN,10/10/2016,02/01/2023,74,119,"0,62","5094,6",2019,106,251,35893,18500,35,
7355,294,51,243577,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,PIAF1000R,ATN,10/10/2016,02/01/2023,74,119,"0,62","2924,05",2020,57,175,36322,18500,43,
7356,294,51,243577,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,PIAF1000R,ATN,10/10/2016,02/01/2023,74,119,"0,62","7821,15",2021,131,248,36465,18500,23,
7357,294,51,243577,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,PIAF1000R,ATN,10/10/2016,02/01/2023,74,119,"0,62","9722,98",2022,166,243,36322,18500,18,
7358,294,51,243578,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,PIAF1000R,ATN,10/10/2016,02/09/2023,74,119,"0,62","8414,6",2018,186,252,36036,18500,24,
7359,294,51,243578,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,PIAF1000R,ATN,10/10/2016,02/09/2023,74,119,"0,62","7230,14",2019,135,251,35893,18500,28,
7360,294,51,243578,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,PIAF1000R,ATN,10/10/2016,02/09/2023,74,119,"0,62","5823,85",2020,126,250,36322,18500,35,
7361,294,51,243578,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,PIAF1000R,ATN,10/10/2016,02/09/2023,74,119,"0,62","7476,65",2021,139,251,36465,18500,27,
7362,294,51,243578,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,PIAF1000R,ATN,10/10/2016,02/09/2023,74,119,"0,62","5918,54",2022,98,254,36322,18500,35,
7363,294,51,243579,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,SJIII3220,SKYJACK,05/10/2016,02/01/2023,74,112,"0,66","6464,23",2018,169,252,19152,9900,17,
7364,294,51,243579,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,SJIII3220,SKYJACK,05/10/2016,02/01/2023,74,112,"0,66","2716,4",2019,76,251,19076,9900,39,
7365,294,51,243579,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,SJIII3220,SKYJACK,05/10/2016,02/01/2023,74,112,"0,66","3195,42",2020,98,254,19304,9900,34,
7366,294,51,243579,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,SJIII3220,SKYJACK,05/10/2016,02/01/2023,74,112,"0,66","3475,3",2021,95,238,19380,9900,29,
7367,294,51,243579,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,SJIII3220,SKYJACK,05/10/2016,02/01/2023,74,112,"0,66","4373,87",2022,99,235,19304,9900,23,
7368,294,51,243580,U,RETOUR PLANIFIE,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,SJIII3220,SKYJACK,05/10/2016,14/02/2023,74,112,"0,66","5037,5",2018,131,252,19152,9900,23,
7369,294,51,243580,U,RETOUR PLANIFIE,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,SJIII3220,SKYJACK,05/10/2016,14/02/2023,74,112,"0,66","5199,35",2019,144,251,19076,9900,22,
7370,294,51,243580,U,RETOUR PLANIFIE,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,SJIII3220,SKYJACK,05/10/2016,14/02/2023,74,112,"0,66","3540,3",2020,110,247,19304,9900,32,
7371,294,51,243580,U,RETOUR PLANIFIE,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,SJIII3220,SKYJACK,05/10/2016,14/02/2023,74,112,"0,66","3044,6",2021,82,255,19380,9900,39,
7372,294,51,243580,U,RETOUR PLANIFIE,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,SJIII3220,SKYJACK,05/10/2016,14/02/2023,74,112,"0,66","5731,08",2022,140,254,19304,9900,20,
7373,294,51,243581,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,SJIII3220,SKYJACK,05/10/2016,02/01/2023,74,112,"0,66","4913,35",2018,129,252,19152,9900,22,
7374,294,51,243581,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,SJIII3220,SKYJACK,05/10/2016,02/01/2023,74,112,"0,66","5314,35",2019,149,251,19076,9900,20,
7375,294,51,243581,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,SJIII3220,SKYJACK,05/10/2016,02/01/2023,74,112,"0,66","4276,3",2020,133,243,19304,9900,24,
7376,294,51,243581,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,SJIII3220,SKYJACK,05/10/2016,02/01/2023,74,112,"0,66","1635,8",2021,40,202,19380,9900,53,
7377,294,51,243581,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,SJIII3220,SKYJACK,05/10/2016,02/01/2023,74,112,"0,66","4351,2",2022,109,254,19304,9900,25,
7378,294,51,243595,U,RETOUR PLANIFIE,052-0024 - CHARIOT TELESC. =< 6M,EQP,P25.6,MERLO,27/04/2022,13/02/2023,75,116,"0,64","8508,97",2022,173,173,27853,37000,238,
7379,294,51,243596,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,B/P25.6 550L,MERLO,07/09/2016,26/01/2023,75,83,"0,9","43,2",2018,8,252,1764,1500,383,
7380,294,51,243596,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,B/P25.6 550L,MERLO,07/09/2016,26/01/2023,75,83,"0,9",0,2019,21,194,1757,1500,0,
7381,294,51,243596,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,B/P25.6 550L,MERLO,07/09/2016,26/01/2023,75,83,"0,9","43,78",2020,68,244,1778,1500,366,
7382,294,51,243596,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,B/P25.6 550L,MERLO,07/09/2016,26/01/2023,75,83,"0,9",392,2021,91,255,1785,1500,43,
7383,294,51,243596,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,B/P25.6 550L,MERLO,07/09/2016,26/01/2023,75,83,"0,9","73,59",2022,231,254,1778,1500,226,
7384,294,51,243608,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0078 - PLATEFORME 12M COMPACT ELEC.,EQP,COMPACT12,HAULOTTE,27/09/2016,16/01/2023,74,112,"0,66","9139,8",2018,186,252,26460,16000,19,
7385,294,51,243608,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0078 - PLATEFORME 12M COMPACT ELEC.,EQP,COMPACT12,HAULOTTE,27/09/2016,16/01/2023,74,112,"0,66","7524,73",2019,128,251,26355,16000,23,
7386,294,51,243608,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0078 - PLATEFORME 12M COMPACT ELEC.,EQP,COMPACT12,HAULOTTE,27/09/2016,16/01/2023,74,112,"0,66",3783,2020,84,196,26670,16000,36,
7387,294,51,243608,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0078 - PLATEFORME 12M COMPACT ELEC.,EQP,COMPACT12,HAULOTTE,27/09/2016,16/01/2023,74,112,"0,66","5489,65",2021,110,255,26775,16000,32,
7388,294,51,243608,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0078 - PLATEFORME 12M COMPACT ELEC.,EQP,COMPACT12,HAULOTTE,27/09/2016,16/01/2023,74,112,"0,66","5909,64",2022,120,254,26670,16000,30,
7389,294,51,243609,U,RETOUR PLANIFIE,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16RTJ,HAULOTTE,05/10/2016,02/10/2023,74,117,"0,63","13587,21",2018,167,224,63000,38000,28,
7390,294,51,243609,U,RETOUR PLANIFIE,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16RTJ,HAULOTTE,05/10/2016,02/10/2023,74,117,"0,63","14489,51",2019,167,251,62750,38000,29,
7391,294,51,243609,U,RETOUR PLANIFIE,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16RTJ,HAULOTTE,05/10/2016,02/10/2023,74,117,"0,63","13337,8",2020,146,254,63500,38000,32,
7392,294,51,243609,U,RETOUR PLANIFIE,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16RTJ,HAULOTTE,05/10/2016,02/10/2023,74,117,"0,63","17309,76",2021,192,243,63750,38000,23,
7393,294,51,243609,U,RETOUR PLANIFIE,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16RTJ,HAULOTTE,05/10/2016,02/10/2023,74,117,"0,63","13670,99",2022,140,254,63500,38000,31,
7394,294,51,243610,U,RETOUR PLANIFIE,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16RTJ,HAULOTTE,05/10/2016,13/02/2023,74,117,"0,63","13724,1",2018,171,252,63000,38000,31,
7395,294,51,243610,U,RETOUR PLANIFIE,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16RTJ,HAULOTTE,05/10/2016,13/02/2023,74,117,"0,63","14044,01",2019,161,251,62750,38000,30,
7396,294,51,243610,U,RETOUR PLANIFIE,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16RTJ,HAULOTTE,05/10/2016,13/02/2023,74,117,"0,63","5635,6",2020,71,169,63500,38000,51,
7397,294,51,243610,U,RETOUR PLANIFIE,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16RTJ,HAULOTTE,05/10/2016,13/02/2023,74,117,"0,63","16247,93",2021,186,255,63750,38000,26,
7398,294,51,243610,U,RETOUR PLANIFIE,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16RTJ,HAULOTTE,05/10/2016,13/02/2023,74,117,"0,63","13574,38",2022,154,254,63500,38000,32,
7399,294,51,243819,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0083 - PLATEFORME 15M AUTOM. DIESEL,EQP,SJ8841,SKYJACK,06/10/2016,02/06/2023,74,112,"0,66","7975,96",2018,113,230,52920,43000,48,
7400,294,51,243819,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0083 - PLATEFORME 15M AUTOM. DIESEL,EQP,SJ8841,SKYJACK,06/10/2016,02/06/2023,74,112,"0,66","7746,5",2019,97,209,52710,43000,45,
7401,294,51,243819,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0083 - PLATEFORME 15M AUTOM. DIESEL,EQP,SJ8841,SKYJACK,06/10/2016,02/06/2023,74,112,"0,66",4117,2020,62,238,53340,43000,97,
7402,294,51,243819,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0083 - PLATEFORME 15M AUTOM. DIESEL,EQP,SJ8841,SKYJACK,06/10/2016,02/06/2023,74,112,"0,66","11689,85",2021,119,230,53550,43000,33,
7403,294,51,243819,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0083 - PLATEFORME 15M AUTOM. DIESEL,EQP,SJ8841,SKYJACK,06/10/2016,02/06/2023,74,112,"0,66","11056,58",2022,117,254,53340,43000,39,
7404,294,51,243832,U,RETOUR PLANIFIE,052-0033 - CHARIOT TELESC. 12M,EQP,535V125 T4F,JCB,22/06/2022,02/09/2023,89,111,"0,8","8461,83",2022,81,130,33500,52000,251,
7405,294,51,243835,O,EN LOCATION,052-0037 - CHARIOT TELESC. 14M,EQP,HTL4014,HAULOTTE,19/10/2016,31/01/2023,73,111,"0,66","14123,43",2018,133,248,63000,55000,40,
7406,294,51,243835,O,EN LOCATION,052-0037 - CHARIOT TELESC. 14M,EQP,HTL4014,HAULOTTE,19/10/2016,31/01/2023,73,111,"0,66","12975,11",2019,106,228,62750,55000,40,
