int64_field_0,Agence_Facturation,Region_Facturation,Materiel,Statut,Libelle_Statut_Materiel,Cat_Classe_Designation,Nature_equipement,Modele,Marque,Date_Mise_en_Service,Derniere_Loc,Age_Mois,Age_Reforme_Mois,Tx_Maturite_Materiel,CA,Annee_RefT,Nb_Jours_Fac,Nb_Jours_VLG,Valeur_Locative_Th_TR_IndM,Prix_Reference_Monnaie_locale,Pay_Back_Prix_Reference,Date_Fin_Vie
7159,293,51,377168,A,DISPONIBLE,057-0001 - MINIPELLE <1T,EQP,E08,BOBCAT,15/03/2019,15/02/2023,45,92,"0,48","5541,35",2019,63,199,25870,13500,30,
7160,293,51,377168,A,DISPONIBLE,057-0001 - MINIPELLE <1T,EQP,E08,BOBCAT,15/03/2019,15/02/2023,45,92,"0,48","7121,7",2020,88,254,33020,13500,30,
7161,293,51,377168,A,DISPONIBLE,057-0001 - MINIPELLE <1T,EQP,E08,BOBCAT,15/03/2019,15/02/2023,45,92,"0,48","5702,8",2021,71,255,33150,13500,37,
7162,293,51,377168,A,DISPONIBLE,057-0001 - MINIPELLE <1T,EQP,E08,BOBCAT,15/03/2019,15/02/2023,45,92,"0,48","6281,84",2022,69,254,33020,13500,34,
7163,293,51,379368,U,RETOUR PLANIFIE,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,100VJR,MANITOU,25/02/2019,02/02/2023,45,119,"0,38",149,2021,2,6,0,18500,43,
7164,293,51,379818,N,PANNE COURT TERME,049-0016 - NACELLE 16M SUR VL,EQP,169TR-IVECO-E6,GSR,05/04/2019,13/02/2023,45,103,"0,44","11710,34",2019,77,184,46920,52500,51,
7165,293,51,379818,N,PANNE COURT TERME,049-0016 - NACELLE 16M SUR VL,EQP,169TR-IVECO-E6,GSR,05/04/2019,13/02/2023,45,103,"0,44","19374,1",2020,155,250,64770,52500,42,
7166,293,51,379818,N,PANNE COURT TERME,049-0016 - NACELLE 16M SUR VL,EQP,169TR-IVECO-E6,GSR,05/04/2019,13/02/2023,45,103,"0,44","13982,9",2021,88,255,65025,52500,59,
7167,293,51,379818,N,PANNE COURT TERME,049-0016 - NACELLE 16M SUR VL,EQP,169TR-IVECO-E6,GSR,05/04/2019,13/02/2023,45,103,"0,44","21409,9",2022,134,254,64770,52500,38,
7168,293,51,380647,O,EN LOCATION,049-0079 - PLATEFORME 12M AUTOM. DIESEL,EQP,COMPACT12DX,HAULOTTE,27/03/2019,02/10/2023,44,112,"0,39",763,2019,10,13,0,36000,33,
7169,293,51,381797,O,EN LOCATION,052-0023 - CHARIOT FRONTAL =< 2.5T DIESEL,EQP,MH25-4TDXVT-3M3,MANITOU,07/03/2019,02/07/2023,45,139,"0,32","8012,9",2019,76,173,25830,37000,45,
7170,293,51,381797,O,EN LOCATION,052-0023 - CHARIOT FRONTAL =< 2.5T DIESEL,EQP,MH25-4TDXVT-3M3,MANITOU,07/03/2019,02/07/2023,45,139,"0,32","9100,8",2020,88,254,32004,37000,59,
7171,293,51,381797,O,EN LOCATION,052-0023 - CHARIOT FRONTAL =< 2.5T DIESEL,EQP,MH25-4TDXVT-3M3,MANITOU,07/03/2019,02/07/2023,45,139,"0,32","8625,92",2021,85,255,32130,37000,62,
7172,293,51,381797,O,EN LOCATION,052-0023 - CHARIOT FRONTAL =< 2.5T DIESEL,EQP,MH25-4TDXVT-3M3,MANITOU,07/03/2019,02/07/2023,45,139,"0,32","11428,8",2022,174,254,32004,37000,47,
7173,293,51,40404017,S,VENDU,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,105VJR,MANITOU,11/05/2005,21/09/2021,196,119,"1,64","1331,05",2020,30,71,0,18500,40,30/08/2021
7174,293,51,40404023,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,160ATJ-R,MANITOU,01/07/2010,14/02/2023,209,117,"1,79","830,8",2019,11,13,0,38000,23,
7175,293,51,40404023,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,160ATJ-R,MANITOU,01/07/2010,14/02/2023,209,117,"1,79",87,2020,1,1,0,38000,17,
7176,293,51,420911,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,900L 334/DO628,JCB,26/04/2019,02/06/2023,43,83,"0,52",0,2021,0,1,0,1500,0,
7177,293,51,421922,U,RETOUR PLANIFIE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR900,MANITOU,05/06/2019,14/02/2023,42,83,"0,5","55,12",2019,11,145,1015,1500,260,
7178,293,51,421922,U,RETOUR PLANIFIE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR900,MANITOU,05/06/2019,14/02/2023,42,83,"0,5","117,43",2020,86,254,1778,1500,214,
7179,293,51,421922,U,RETOUR PLANIFIE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR900,MANITOU,05/06/2019,14/02/2023,42,83,"0,5","253,33",2021,64,255,1785,1500,100,
7180,293,51,421922,U,RETOUR PLANIFIE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR900,MANITOU,05/06/2019,14/02/2023,42,83,"0,5","461,26",2022,93,254,1778,1500,54,
7181,293,51,421923,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR1000,MANITOU,05/06/2019,14/02/2023,42,83,"0,5","1,2",2019,45,145,1015,1500,11951,
7182,293,51,421923,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR1000,MANITOU,05/06/2019,14/02/2023,42,83,"0,5","297,87",2020,60,254,1778,1500,84,
7183,293,51,421923,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR1000,MANITOU,05/06/2019,14/02/2023,42,83,"0,5","736,84",2021,163,255,1785,1500,34,
7184,293,51,421923,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR1000,MANITOU,05/06/2019,14/02/2023,42,83,"0,5","466,17",2022,86,254,1778,1500,54,
7185,293,51,43404251,R,ZONE RETOUR CTRL OBLIGATOIRES,052-0037 - CHARIOT TELESC. 14M,EQP,MT1436R,MANITOU,24/04/2008,15/02/2023,175,111,"1,58",352,2019,3,9,0,55000,54,
7186,293,51,43404332,O,EN LOCATION,052-0039 - CHARIOT TELESC.>= 17M,EQP,MT1840R,MANITOU,02/10/2008,02/10/2023,170,111,"1,53","775,6",2018,4,4,0,61000,11,
7187,293,51,43440065,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR900,MANITOU,25/10/2005,31/01/2023,205,83,"2,47","293,15",2018,54,252,1764,1500,61,
7188,293,51,43440065,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR900,MANITOU,25/10/2005,31/01/2023,205,83,"2,47","200,09",2019,68,251,1757,1500,89,
7189,293,51,43440065,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR900,MANITOU,25/10/2005,31/01/2023,205,83,"2,47","60,87",2020,22,254,1778,1500,297,
7190,293,51,43440065,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR900,MANITOU,25/10/2005,31/01/2023,205,83,"2,47","131,04",2021,68,255,1785,1500,138,
7191,293,51,43440065,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR900,MANITOU,25/10/2005,31/01/2023,205,83,"2,47","239,57",2022,66,254,1778,1500,75,
7192,293,51,43440205,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR900,MANITOU,17/12/2007,02/10/2023,179,83,"2,16",0,2020,0,1,0,1500,0,
7193,293,51,43804996,S,VENDU,057-0002 - MINIPELLE 1.5T,EQP,KX41-3,KUBOTA,25/04/2007,31/07/2018,133,97,"1,37",75,2018,1,3,0,18300,301,28/06/2018
7194,293,51,471819,N,PANNE COURT TERME,052-5024 - CHARIOT TELESCOPIQUE =< 6M ST5,EQP,MT625H-ST5,MANITOU,31/05/2021,26/12/2022,18,116,"0,16","8762,35",2021,108,152,30096,41120,96,
7195,293,51,471819,N,PANNE COURT TERME,052-5024 - CHARIOT TELESCOPIQUE =< 6M ST5,EQP,MT625H-ST5,MANITOU,31/05/2021,26/12/2022,18,116,"0,16","10845,95",2022,115,232,50292,41120,118,
7196,293,51,471820,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR730,MANITOU,31/05/2021,26/07/2022,18,83,"0,22",0,2021,0,152,1064,1500,0,
7197,293,51,471820,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR730,MANITOU,31/05/2021,26/07/2022,18,83,"0,22","139,7",2022,32,249,1778,1500,359,
7198,293,51,49060399,S,VENDU,049-0006 - NACELLE 8M A MAT VERTICAL ELEC.,EQP,80VJR,MANITOU,29/01/2007,15/02/2023,190,119,"1,6",172,2018,3,6,0,18000,24,29/11/2022
7199,293,51,49070522,S,VENDU,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,105VJR,MANITOU,11/01/2007,08/05/2020,163,119,"1,37","5451,3",2018,89,252,36036,18500,72,23/07/2020
7200,293,51,49070522,S,VENDU,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,105VJR,MANITOU,11/01/2007,08/05/2020,163,119,"1,37","6330,1",2019,113,250,35893,18500,61,23/07/2020
7201,293,51,49070522,S,VENDU,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,105VJR,MANITOU,11/01/2007,08/05/2020,163,119,"1,37","2313,95",2020,42,140,20020,18500,94,23/07/2020
7202,293,51,49160732,S,VENDU,049-0016 - NACELLE 16M SUR VL,EQP,160ALU,MULTITEL,12/04/2007,20/12/2018,140,103,"1,36","6759,2",2018,53,211,55590,52500,310,13/11/2018
7203,293,51,49161108,S,VENDU,049-0016 - NACELLE 16M SUR VL,EQP,MX170,MULTITEL,24/09/2010,23/07/2020,117,103,"1,14","14615,3",2018,95,252,64260,52500,76,16/07/2020
7204,293,51,49161108,S,VENDU,049-0016 - NACELLE 16M SUR VL,EQP,MX170,MULTITEL,24/09/2010,23/07/2020,117,103,"1,14","9743,04",2019,62,244,64005,52500,111,16/07/2020
7205,293,51,49161108,S,VENDU,049-0016 - NACELLE 16M SUR VL,EQP,MX170,MULTITEL,24/09/2010,23/07/2020,117,103,"1,14","4970,18",2020,28,135,34425,52500,120,16/07/2020
7206,293,51,49161151,O,EN LOCATION,049-0016 - NACELLE 16M SUR VL,EQP,160ALU,MULTITEL,12/04/2011,02/06/2023,140,103,"1,36",143,2018,1,1,0,52500,15,
7207,293,51,49161151,O,EN LOCATION,049-0016 - NACELLE 16M SUR VL,EQP,160ALU,MULTITEL,12/04/2011,02/06/2023,140,103,"1,36",124,2020,1,2,0,52500,33,
7208,293,51,49410975,S,VENDU,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,15/03/2006,21/12/2020,176,117,"1,5",696,2019,8,18,0,38000,64,13/11/2020
7209,293,51,49412192,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,17/11/2011,31/01/2023,132,117,"1,13",439,2019,5,11,0,38000,40,
7210,293,51,49412192,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,17/11/2011,31/01/2023,132,117,"1,13",116,2020,1,1,0,38000,14,
7211,293,51,49412193,N,PANNE COURT TERME,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,23/11/2011,14/02/2023,132,117,"1,13","13315,34",2018,140,252,63000,38000,32,
7212,293,51,49412193,N,PANNE COURT TERME,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,23/11/2011,14/02/2023,132,117,"1,13","11387,6",2019,149,249,62750,38000,38,
7213,293,51,49412193,N,PANNE COURT TERME,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,23/11/2011,14/02/2023,132,117,"1,13","9444,06",2020,104,247,63500,38000,45,
7214,293,51,49412193,N,PANNE COURT TERME,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,23/11/2011,14/02/2023,132,117,"1,13","10515,44",2021,118,254,63750,38000,41,
7215,293,51,49412193,N,PANNE COURT TERME,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,23/11/2011,14/02/2023,132,117,"1,13","16371,91",2022,145,254,63500,38000,27,
7216,293,51,49701383,S,VENDU,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,COMPACT8,HAULOTTE,25/02/2008,08/05/2020,149,112,"1,33","4364,95",2019,117,177,3268,9900,29,23/07/2020
7217,293,51,49701383,S,VENDU,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,COMPACT8,HAULOTTE,25/02/2008,08/05/2020,149,112,"1,33","1399,8",2020,42,140,10640,9900,71,23/07/2020
7218,293,51,49701685,U,RETOUR PLANIFIE,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,COMPACT8,HAULOTTE,29/09/2011,02/06/2023,134,112,"1,2","4435,3",2018,98,252,19152,9900,25,
7219,293,51,49701685,U,RETOUR PLANIFIE,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,COMPACT8,HAULOTTE,29/09/2011,02/06/2023,134,112,"1,2","4842,45",2019,157,251,19076,9900,23,
7220,293,51,49701685,U,RETOUR PLANIFIE,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,COMPACT8,HAULOTTE,29/09/2011,02/06/2023,134,112,"1,2","3290,95",2020,82,197,19304,9900,26,
7221,293,51,49701685,U,RETOUR PLANIFIE,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,COMPACT8,HAULOTTE,29/09/2011,02/06/2023,134,112,"1,2","3834,28",2021,97,251,19380,9900,29,
7222,293,51,49701685,U,RETOUR PLANIFIE,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,COMPACT8,HAULOTTE,29/09/2011,02/06/2023,134,112,"1,2","5408,7",2022,123,254,19304,9900,21,
7223,293,51,49740655,A,DISPONIBLE,049-0074 - PLATEFORME 10M AUTOM. ELECT.,EQP,COMPACT10,HAULOTTE,01/01/2012,25/01/2023,137,112,"1,22","3043,8",2018,60,228,24192,12700,41,
7224,293,51,49740655,A,DISPONIBLE,049-0074 - PLATEFORME 10M AUTOM. ELECT.,EQP,COMPACT10,HAULOTTE,01/01/2012,25/01/2023,137,112,"1,22","4247,6",2019,160,224,24096,12700,29,
7225,293,51,49740655,A,DISPONIBLE,049-0074 - PLATEFORME 10M AUTOM. ELECT.,EQP,COMPACT10,HAULOTTE,01/01/2012,25/01/2023,137,112,"1,22","5586,95",2020,123,254,24384,12700,25,
7226,293,51,49740655,A,DISPONIBLE,049-0074 - PLATEFORME 10M AUTOM. ELECT.,EQP,COMPACT10,HAULOTTE,01/01/2012,25/01/2023,137,112,"1,22","5602,75",2021,129,255,24480,12700,25,
7227,293,51,49740655,A,DISPONIBLE,049-0074 - PLATEFORME 10M AUTOM. ELECT.,EQP,COMPACT10,HAULOTTE,01/01/2012,25/01/2023,137,112,"1,22","5523,68",2022,133,254,24384,12700,25,
7228,293,51,52230108,S,VENDU,052-0023 - CHARIOT FRONTAL =< 2.5T DIESEL,EQP,MH25-4T,MANITOU,31/03/2004,29/10/2019,186,139,"1,34",7646,2018,70,223,31752,37000,119,15/10/2019
7229,293,51,52230108,S,VENDU,052-0023 - CHARIOT FRONTAL =< 2.5T DIESEL,EQP,MH25-4T,MANITOU,31/03/2004,29/10/2019,186,139,"1,34","3844,65",2019,39,193,24948,37000,204,15/10/2019
7230,293,51,52330948,S,VENDU,052-0033 - CHARIOT TELESC. 12M,EQP,MT1235S,MANITOU,01/04/2005,12/11/2018,163,111,"1,47","10933,9",2018,85,204,51000,52000,227,23/10/2018
7231,293,51,52370258,A,DISPONIBLE,052-0037 - CHARIOT TELESC. 14M,EQP,535-140,JCB,25/02/2008,15/02/2023,177,111,"1,6","15920,45",2018,159,246,63000,55000,37,
7232,293,51,52370258,A,DISPONIBLE,052-0037 - CHARIOT TELESC. 14M,EQP,535-140,JCB,25/02/2008,15/02/2023,177,111,"1,6","16603,7",2019,160,241,62750,55000,35,
7233,293,51,52370258,A,DISPONIBLE,052-0037 - CHARIOT TELESC. 14M,EQP,535-140,JCB,25/02/2008,15/02/2023,177,111,"1,6","15657,05",2020,158,254,63500,55000,39,
7234,293,51,52370258,A,DISPONIBLE,052-0037 - CHARIOT TELESC. 14M,EQP,535-140,JCB,25/02/2008,15/02/2023,177,111,"1,6","14420,6",2021,135,245,63750,55000,41,
7235,293,51,52370258,A,DISPONIBLE,052-0037 - CHARIOT TELESC. 14M,EQP,535-140,JCB,25/02/2008,15/02/2023,177,111,"1,6","16551,46",2022,140,254,63500,55000,37,
7236,293,51,527131,U,RETOUR PLANIFIE,052-5537 - CHARIOT TELESC. 14M ST5 LOXSAFE,EQP,MT 1440 EASY,MANITOU,01/12/2022,13/02/2023,0,111,0,"1553,76",2022,10,22,7788,57465,2219,
7237,293,51,527132,N,PANNE COURT TERME,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR1000,MANITOU,01/12/2022,12/01/2022,0,83,0,0,2022,0,22,154,1500,0,
7238,293,51,52900237,S,VENDU,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,SP500,MANITOU,01/01/1996,23/10/2019,284,83,"3,42","35,68",2018,9,252,1764,1500,1379,05/09/2019
7239,293,51,52900237,S,VENDU,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,SP500,MANITOU,01/01/1996,23/10/2019,284,83,"3,42",0,2019,0,170,1190,1500,0,05/09/2019
7240,293,51,52901036,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR600,MANITOU,19/02/2001,14/02/2023,261,83,"3,15","113,62",2020,24,66,0,1500,38,
7241,293,51,52902095,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,1000L,JCB,28/02/2007,02/10/2023,189,83,"2,28","14,45",2018,34,252,1764,1500,1005,
7242,293,51,52902095,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,1000L,JCB,28/02/2007,02/10/2023,189,83,"2,28","151,89",2019,67,251,1757,1500,95,
7243,293,51,52902095,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,1000L,JCB,28/02/2007,02/10/2023,189,83,"2,28","369,63",2020,124,193,1778,1500,30,
7244,293,51,52902095,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,1000L,JCB,28/02/2007,02/10/2023,189,83,"2,28","120,45",2021,22,97,1785,1500,46,
7245,293,51,52902095,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,1000L,JCB,28/02/2007,02/10/2023,189,83,"2,28","122,3",2022,39,254,1778,1500,120,
7246,293,51,52902414,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,1000L,JCB,31/03/2008,19/01/2023,176,83,"2,12","51,07",2018,9,252,1764,1500,351,
7247,293,51,52902414,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,1000L,JCB,31/03/2008,19/01/2023,176,83,"2,12","175,3",2019,45,251,1757,1500,102,
7248,293,51,52902414,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,1000L,JCB,31/03/2008,19/01/2023,176,83,"2,12","185,92",2020,70,254,1778,1500,97,
7249,293,51,52902414,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,1000L,JCB,31/03/2008,19/01/2023,176,83,"2,12","207,44",2021,39,255,1785,1500,87,
7250,293,51,52902414,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,1000L,JCB,31/03/2008,19/01/2023,176,83,"2,12","220,03",2022,65,254,1778,1500,82,
7251,293,51,530080,O,EN LOCATION,049-0070 - PLATEFORME 8M AUTOM. ELECT.,EQP,COMPACT 8,HAULOTTE,06/07/2022,31/01/2023,5,112,"0,04","312,9",2022,5,17,0,9900,191,
7252,293,51,530209,O,EN LOCATION,049-0007 - NACELLE 10M A MAT VERTICAL ELEC.,EQP,100VJR,MANITOU,11/04/2022,13/02/2023,8,119,"0,06","8634,73",2022,145,184,26312,18500,124,
7253,293,51,532440,A,DISPONIBLE,057-5004 - MINIPELLE 2.3T A 2.8T ST5,EQP,EZ 26,WACKER NEU,29/06/2022,15/02/2023,5,97,"0,05","5138,03",2022,53,129,30573,24495,248,
7254,293,51,537959,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0039 - NACELLE 15M ELECTRIQUE,EQP,150AETJ-C,MANITOU,04/07/2022,15/02/2023,5,119,"0,04","3690,71",2022,38,117,23310,33000,367,
7255,293,51,538935,O,EN LOCATION,052-5537 - CHARIOT TELESC. 14M ST5 LOXSAFE,EQP,MT 1440 EASY,MANITOU,06/07/2022,02/06/2023,5,111,"0,04","10004,15",2022,80,124,43896,57465,337,
7256,293,51,538936,N,PANNE COURT TERME,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR1000,MANITOU,06/07/2022,21/09/2022,5,83,"0,06","26,91",2022,4,124,868,1500,3265,
7257,293,51,539486,O,EN LOCATION,049-8047 - NACELLE 20M ARTICULEE ELECTRIQ.,EQP,HA20 LE-PRO,HAULOTTE,11/11/2022,31/01/2023,1,117,"0,01","1409,16",2022,11,35,14910,70645,2507,
7258,293,51,5423,N,PANNE COURT TERME,057-0001 - MINIPELLE <1T,EQP,SV08-1,YANMAR,15/12/2011,02/06/2023,132,92,"1,43",170,2018,2,8,0,13500,24,
7259,293,51,5423,N,PANNE COURT TERME,057-0001 - MINIPELLE <1T,EQP,SV08-1,YANMAR,15/12/2011,02/06/2023,132,92,"1,43","742,25",2019,8,11,0,13500,8,
7260,293,51,5423,N,PANNE COURT TERME,057-0001 - MINIPELLE <1T,EQP,SV08-1,YANMAR,15/12/2011,02/06/2023,132,92,"1,43","688,75",2020,8,15,0,13500,11,
7261,293,51,57011042,S,VENDU,057-0001 - MINIPELLE <1T,EQP,E08,BOBCAT,31/08/2011,27/08/2020,107,92,"1,16",6554,2018,76,249,32760,13500,42,23/07/2020
7262,293,51,57011042,S,VENDU,057-0001 - MINIPELLE <1T,EQP,E08,BOBCAT,31/08/2011,27/08/2020,107,92,"1,16","7291,1",2019,83,248,32630,13500,37,23/07/2020
7263,293,51,57011042,S,VENDU,057-0001 - MINIPELLE <1T,EQP,E08,BOBCAT,31/08/2011,27/08/2020,107,92,"1,16","1242,6",2020,15,140,18200,13500,124,23/07/2020
7264,293,51,57043109,S,VENDU,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,28Z3,NEUSON,24/06/2010,08/05/2020,121,97,"1,25","7426,4",2018,73,252,46620,23700,70,20/07/2020
7265,293,51,57043109,S,VENDU,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,28Z3,NEUSON,24/06/2010,08/05/2020,121,97,"1,25","8689,3",2019,108,251,46435,23700,59,20/07/2020
7266,293,51,57043109,S,VENDU,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,28Z3,NEUSON,24/06/2010,08/05/2020,121,97,"1,25","2620,8",2020,26,137,25345,23700,107,20/07/2020
7267,293,51,57043461,S,VENDU,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,VIO20,YANMAR,06/10/2011,17/07/2020,105,97,"1,08","9995,4",2018,96,252,46620,23700,53,30/06/2020
7268,293,51,57043461,S,VENDU,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,VIO20,YANMAR,06/10/2011,17/07/2020,105,97,"1,08","9098,08",2019,82,251,46435,23700,58,30/06/2020
7269,293,51,57043461,S,VENDU,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,VIO20,YANMAR,06/10/2011,17/07/2020,105,97,"1,08","1050,53",2020,9,124,22940,23700,249,30/06/2020
7270,293,51,57043469,S,VENDU,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,VIO20,YANMAR,27/10/2011,19/07/2019,91,97,"0,94","11045,15",2018,110,252,46620,23700,82,04/06/2019
7271,293,51,57043469,S,VENDU,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,VIO20,YANMAR,27/10/2011,19/07/2019,91,97,"0,94","2955,15",2019,26,105,19425,23700,128,04/06/2019
7272,293,51,57080638,S,VENDU,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,VIO80VCR,YANMAR,08/11/2011,08/05/2020,105,90,"1,16",15519,2018,79,250,100800,55000,56,21/07/2020
7273,293,51,57080638,S,VENDU,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,VIO80VCR,YANMAR,08/11/2011,08/05/2020,105,90,"1,16","14757,15",2019,80,186,100400,55000,44,21/07/2020
7274,293,51,57080638,S,VENDU,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,VIO80VCR,YANMAR,08/11/2011,08/05/2020,105,90,"1,16",1404,2020,8,127,55200,55000,317,21/07/2020
7275,293,51,H350C003,S,VENDU,057-0005 - MINIPELLE 3.5T,EQP,ECR38,VOLVO,01/11/2010,23/07/2019,103,97,"1,06","8232,02",2018,65,252,66780,30500,142,24/06/2019
7276,293,51,H350C003,S,VENDU,057-0005 - MINIPELLE 3.5T,EQP,ECR38,VOLVO,01/11/2010,23/07/2019,103,97,"1,06",843,2019,8,118,31270,30500,648,24/06/2019
7277,293,51,H350F024,O,EN LOCATION,057-0005 - MINIPELLE 3.5T,EQP,VIO33VCR,YANMAR,01/06/2020,13/02/2023,114,97,"1,17","11689,6",2018,104,252,66780,30500,31,
7278,293,51,H350F024,O,EN LOCATION,057-0005 - MINIPELLE 3.5T,EQP,VIO33VCR,YANMAR,01/06/2020,13/02/2023,114,97,"1,17","8698,55",2019,97,251,66515,30500,42,
7279,293,51,H350F024,O,EN LOCATION,057-0005 - MINIPELLE 3.5T,EQP,VIO33VCR,YANMAR,01/06/2020,13/02/2023,114,97,"1,17","10406,2",2020,100,254,67310,30500,35,
7280,293,51,H350F024,O,EN LOCATION,057-0005 - MINIPELLE 3.5T,EQP,VIO33VCR,YANMAR,01/06/2020,13/02/2023,114,97,"1,17","11964,1",2021,111,255,67575,30500,31,
7281,293,51,H350F024,O,EN LOCATION,057-0005 - MINIPELLE 3.5T,EQP,VIO33VCR,YANMAR,01/06/2020,13/02/2023,114,97,"1,17","9974,82",2022,88,254,67310,30500,37,
7282,293,51,LX191926,A,DISPONIBLE,049-0074 - PLATEFORME 10M AUTOM. ELECT.,EQP,COMPACT10N,HAULOTTE,26/09/2022,02/01/2023,2,112,"0,02","2679,5",2022,48,68,6528,12700,228,
7283,293,51,LX2493,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0005 - NACELLE 6M A MAT VERTICAL ELEC.,EQP,STAR6,HAULOTTE,18/03/2019,02/06/2023,44,119,"0,37","572,85",2019,9,43,0,8500,34,
7284,294,51,104790,S,VENDU,057-0002 - MINIPELLE 1.5T,EQP,E14,BOBCAT,22/10/2012,27/10/2022,119,97,"1,23",0,2021,0,2,0,18300,0,15/09/2022
7285,294,51,107512,N,PANNE COURT TERME,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,02/01/2018,16/12/2022,120,117,"1,02",0,2020,0,2,0,38000,0,
